Gene names,2015 Dill Complement Early
Lrrc57,0.998989965
Lrrc59,0.943313317
Lrrc8c,0.500533349
Lsp1,1.607900003
Lss,1.118653303
Ly86,0.712053321
Ly9,1.825333356
Lyn,1.596733304
Lypla2,0
Lyz1,0.633436662
Lyz2,0.798516666
M6pr,1.337633358
Macf1,1.092140042
Magt1,0
Man1a1,1.056810012
Man1c1,0.510699977
Man2a1,1.034243304
Man2b1,0.826166673
Man2b2,0.860993343
Manba,0.771373332
ManbaQ8K2I4,0.701286662
Manf,0.923523315
Map1s,1.066973338
Map2k1;Map2k2,2.507766147
Map2k4,0
Map3k11,1.231569962
Map4;Mtap4,1.252999981
Mapre1,0.382200004
Marc2;Mosc2,0.69026669
Marcks,0.646663321
Marcksl1,0.605603279
Mark2,0.960533327
Matr3,1.349166683
Mavs,0.330043335
Mboat7,0
Mbp,0.984633309
Mcl1,0.735779998
Mcoln1,0.248980006
Mcoln2,0
Mdh1,0.493543322
Mdh2,0.830870013
Me2,0
Mef2bnb;2310045N01Rik,0
Mesdc2,0
Mettl3,0
Mettl7a1;Mettl7a2-Higd1c;Ubie;Mettl7a2;Mettl7a3;AB099516,0.653743311
Mfge8,1.1093
Mfsd1,0.417306656
Mfsd12,0.590519985
Mfsd7,0.476300015
Mfsd8,0.64465333
Mgat1,0.336599985
Mgp,0
Mia3,0.876359999
Mic1,0.792373327
Milr1,1.739966914
Mki67,1.413033358
Mlec,0.63103668
Mlst8,0
Mob1b;Mob1a,0.694833331
Mob4,0.570103347
Mon1a,0.993566674
Mon1b,0.759076684
Mpdu1,0
Mpeg1,0.555816672
Mpo,0.373666721
Mpp1,1.18613335
Mrc1,1.264899951
Ms4a4c,0.950859975
Msn,1.81126679
Msr1,1.382366648
Msra,0
Mtatp8;mt-Atp8,0.75854335
Mtch2,0.684426682
Mtco1;mt-Co1,0.463600006
Mtco2;mt-Co2,0.900603349
Mtdh,0.722243348
Mtss1,1.126156675
Mvp,0.90085335
Myadm,1.621299843
Myh14,1.446100004
Myh9,1.620133274
Myl12a;Myl12b;Myl9,1.93959982
Myl3;Myl1,1.78654642
Myl6,1.640266566
Myo1c,0
Myo1e,0.949153343
Myo1f,1.114696645
Myo1g,1.344133337
Myo5a,1.189699943
Myof,1.279799989
Naaa,0.561359995
Naca,0.90424335
Naga,1.009613311
Naglu,0.75836335
Nagpa,1.34669996
Nap1l1,0.386233337
Napa,1.095433325
Napg,0.931540007
Napsa,0.643963387
Nceh1,0.871669982
Ncf1,0.659609968
Ncf2,0.781099991
Nckap1l,1.189366681
Ncl,0.936790018
Ncoa3,0.493050008
Ncor1,0.208546658
Ncstn,0.787719996
Nde1;Ndel1,0.473863323
Ndufa10,0
Ndufa4,0.871869998
Ndufa6,0.409233342
Ndufc2,0
Ndufs1,0.917003336
Ndufs2,0
Ndufs3,0
Ndufv1,0
Ndufv2,0
Neb,0.901809981
Necap2,0.731776661
Nek2,0.886566666
Neu1,0.747486676
Nfam1,1.039766634
Nfatc2ip,0.536213326
Nhlrc3,0.99199332
Nhp2l1,0
Nhsl2,0.590700021
Nin,0.340766668
Nipsnap3b,0.635129994
Nisch,0.483599983
Nmt1;Nmt2,0
Nob1,0.812880018
Nomo1,0.509400012
Nono,1.385133361
Npc1,0.629763323
Npc2,0.827449989
Npm1,1.471566683
Nptn,1.302900002
Nrp1,1.636399961
Nrp2,1.599766696
Nsdhl,1.009326684
Nsf,0.993240009
Nucb1,0.996863355
Nucb2,0.990306655
Nudc,1.095833322
Numa1,1.139320045
Numb,1.184830003
Numbl,0.621666673
Nup54,0.868096666
Nup62,0.691189983
Nutf2,0.622906658
Oas1a;Oas1g,0.893423327
Oas3,1.103569981
Oat,0.981666669
Ogdh,0.840539979
ORF3,0
Osbp,0.22998333
Osbpl11,0.782726653
Osbpl1a,0.941686678
Osbpl6,0.178869985
Osbpl8,1.14566669
Osbpl9,0.727450001
Ostf1,0.926233335
Ostm1,0.801810015
Otud7a,0
Oxct1,0.675683339
P2rx4,0.484896662
P2rx7,1.156399952
P33monox;4833439L19Rik,0.23465334
P4hb,0.95202334
Pa2g4,1.20231331
Pabpc1;Pabpc6,1.008330004
Paics,1.012906651
Paip1,0.417933352
Pak2,0.791599981
Parp1,1.197593316
Parp14,1.542666697
Pcbp1,1.271820025
Pcbp2;Pcbp3,1.152439997
Pcdhb2,0
Pck2,0.682766676
Pcmt1,0.386499995
Pcna,1.364050206
Pcnp,0.55073339
Pcyox1,0.780243337
Pcyox1l,0.592913339
Pcyt1a,1.022453333
Pdcd6,0.845166683
Pdcd6ip,1.00587668
Pdha1,0.904560012
Pdhb,0.71296996
Pdia3,0.914849993
Pdia4,0.995069994
Pdia6,0.997900005
Pdlim2,0.901796684
Pdlim5,0.840510007
Pdxk,0
Pef1,0.661386655
Pepd,0.50598667
Pex14,0
Pf4,1.077623367
Pfkp,1.538999829
Pfn1,1.222833332
Pgam1,1.23409998
Pgd,1.003163355
Pgk1,1.039986642
Pgrmc1,0.843346641
Pgrmc2,0
Phb,0.910849965
Phb2,0.976163323
Pi4k2a,0.763313317
Pi4ka,0.566966657
Pid1,1.195333328
Pigs,0.591273343
Pigt,0.300643318
Pik3ap1,1.220476629
Pik3c3,1.074943326
Pik3cg,0
Pik3r4,1.1528
Pion,0.648576688
Pip4k2a,1.179796664
Pip4k2b,0.482066673
Pitpna,0.462566672
Pkm2,1.28479995
Pkn1,0.977289998
Pla2g15,0.791356659
Pla2g7,0.650193342
Plau,1.029319994
Plaur,1.102700118
Plbd1,0.93538334
Plbd2,0.79323334
Pld1,0.821653336
Pld3,0.977860015
Pld4,0.928483338
Plec,0.922130017
Plek,1.26813335
Plekha1,0.43403332
Plekho1,1.127129994
Plekho2,0.853466675
Plod1,0
Plod3,0
Plscr3,0.231226667
Pltp,0.918810016
Plxdc1,1.627166637
Plxna1,1.683966648
Plxnb2,1.601633372
Pnp,0.606820006
Pon2,1.224766642
Pon3,0.94403999
Por,0.945996655
Ppia,1.20946666
Ppib,0.909450009
Ppm1h,0.932739961
Ppp1ca,0.747956671
Ppp1cb,0.352100016
Ppp1cc,1.208766694
Ppp1r12a,1.320933326
Ppp1r12c,1.28439998
Ppp1r18,0.771673332
Ppp2ca;Ppp2cb,0.551596674
Ppp2r1a,1.004166664
Ppt1,0.662590026
Ppt2,0.481953325
Pqbp1,0
Prcc,0.991186672
Prcp,0.795673341
Prdx1,1.21753336
Prdx2,1.130823317
Prdx3,0.609733346
Prdx4,1.097966679
Prdx5,0.959929985
Prkacb,0.84569998
Prkar1a,0.266616653
Prkca,0.448633358
Prkcd,2.033200041
Prkcsh,0.916526652
Prpf19,0.428666684
Prpf31,0.520499982
Prpf40a,1.100506632
Prrc2c,1.148496678
Psap,0.472843269
Psen1,0.870309991
Psen2,0.614313336
Psma1,1.083956703
Psma4,0.517883352
Psma6,0
Psma7,0.673956682
Psmb1,1.054699982
Psmb10,1.064699999
Psmb3;Gm5356,0
Psmb8,0.66031336
Psme1,0.50113333
Pstpip1,0.257420008
Ptbp1,1.487833383
Ptgs1,0
Ptp4a2,1.20939333
ptplad1,0.565270004
Ptpn1,0.821383342
Ptpn23,0.946736666
Ptpn6,1.09704335
Ptpn9,0.39013334
Ptpra,1.789499991
Ptprc,1.92479994
Ptpre,1.054499985
Ptprj,1.39383336
Ptpro,1.101633352
Ptrh2,1.027703317
Pttg1ip,1.138599992
Pxk,0.536866652
Pzp;A2m,0.679876644
Qki,0.693766683
Rab10,1.142699996
Rab11a,0.183256668
Rab11b;Rab11a,0.949280007
Rab11fip5,0.941970015
Rab12,1.141709986
Rab13,0.435499993
Rab14,1.68740002
Rab18,0.980319987
Rab19,0.676099976
Rab1A;Rab1,0.946716664
Rab1b,0.93011331
Rab21,1.060013355
Rab22a,1.297400013
Rab23,0.393399983
Rab27a,0.891863357
Rab2a,1.158699968
Rab31,1.211833358
Rab32,0.843180006
Rab33b,0.326033334
Rab34,0.695636648
Rab35,1.174533345
Rab39a,1.296473154
Rab3a,0.621816688
Rab3d,0.816183312
Rab4b,1.162599952
Rab5a,1.075446651
Rab5b,1.069766669
Rab5c,1.074699993
Rab6a,1.13430001
Rab6a;Rab6b,0.769233359
Rab7a,1.133333337
Rab7b;5430435G22Rik,0.76061332
Rab7l1,0.745580009
Rab8a,1.087733315
Rab8b,1.06623336
Rab9a;Rab9,1.064700006
Rabl3,0.871416676
Rac1;Rac3,1.488633338
Rac2,1.433533379
Rala,1.268399998
Ralb,1.331299962
Raly;C130057N11Rik,1.089300013
Ran;1700009N14Rik,1.025540033
Ranbp1,0.22263333
Ranbp2,0
Rangap1,0.353800019
Rap1a,0.999226634
Rap1b,1.182199997
Rap2a,0.85961668
Rap2b,0.992776651
Rap2c,1.356333349
Rasa3,0.683099906
Rasa4,0.163706726
Rassf4,0
Raver1,0.42689998
Rbbp4,0
Rbm25,1.080440032
Rbm3,0.46114665
Rbmx;Rbmxl1,0
Rbp4,0.705433317
Rcc1,0.870873339
Rcn2,0.852256649
Rcor1,0.884823322
Rdh11,0.997973348
Rdh14,0
Rdx,1.384133346
Reep5,0.805116668
Rer1,0.81902667
Rftn1,1.604333317
Rgs1,0
Rgs10,0.320726672
Rgs18,1.013663303
Rgs19,1.361833308
Rgs3,0
Rhbdf2,0
Rhoa;Rhoc,1.526566704
Rhob,0.653763314
Rhog,1.105866668
Ripk1,1.282083316
Ripk3,1.363533345
Rit1,0
Rnaset2,0.818803342
Rnd1,0
Rnd3,0
Rnf128,0.401833347
Rnf13,0.746159995
Rnf213,0.921269996
Rnh1,0.966093312
Rock1,0.936813346
Rock2,1.010156697
Rod1;Ptbp3,0
Ros1,0
Rp2,1.018836689
Rpl10;Rpl10l,0.861236658
Rpl10a,1.342599993
Rpl12;Rpl12-ps1,1.385706642
Rpl13;Rpl13-ps3,1.291599963
Rpl14,1.02222334
Rpl17,1.094603315
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,1.602766545
Rpl22l1,1.607300025
Rpl23,1.309066645
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,1.270566616
Rpl24,0
Rpl26,1.494499949
Rpl27,0
Rpl28,1.472599964
Rpl3,1.251066656
Rpl30,1.356399966
Rpl31;Gm16382,1.630200044
Rpl34;Gm2178,0.858266678
Rpl35a,1.2729267
Rpl37a,1.423356692
Rpl38,1.268
Rpl4,0
Rpl5,1.35076666
Rpl6;Gm5428,0.932433338
Rpl8,0
Rpl9;Rpl9-ps6,1.181920026
Rplp0;Gm8730,1.386799988
Rplp1;Gm10073,1.419333288
Rplp2,1.398566674
Rpn1,0.924763325
Rpn2,0.954266649
Rprd2,1.027966654
Rps10,1.276383292
Rps11,1.374063349
Rps12,1.536313351
Rps13,1.254966633
Rps14,1.15546998
Rps15,1.162766671
Rps15a,1.200699996
Rps16,1.363800011
Rps17,1.199266667
Rps19;Rps19-ps13;Rps19-ps1,1.34103333
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.882976669
Rps20,1.265233305
Rps21,1.096796726
Rps23,1.677466451
Rps25,1.222933298
Rps26,0
Rps27a,0.515900017
Rps27l,1.32134331
Rps28,1.313533348
Rps3,1.279766651
Rps4x;Rps4y2,1.309803308
Rps5,1.408976659
Rps6,0
Rps6ka1,1.029876663
Rps7;Gm9493,1.116500005
Rps8;Gm11353,0.314726671
Rps9,1.470433636
Rpsa-ps10;Rpsa,1.178833306
Rptor,0
Rraga;Rragb,0.819799995
Rragc,0.601023333
Rras,1.108233333
Rrbp1,0.945226656
Rsad2,1.190653327
Rsu1,1.259933302
Rtn1,0.287310018
Rtn4,1.046236667
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.972286641
Rufy1,1.672499802
Rufy2,1.677633116
Ruvbl1,0.494333334
S100a10,2.661933703
S100a11;Gm7665,1.357533354
S100a13,0
S100a4,1.554766636
S100a6,1.169659966
Saa3,1.385933491
Sacm1l,0.91676333
Samm50,0.699226655
Sar1a,0.816233314
Sarnp,1.153570013
Sash3,0.826726648
Scamp1,0.939186671
Scamp2,1.1602
Scamp3,0.952556656
Scamp4,0.746533358
Scarb1,1.126766676
Scarb2,0.686763307
Scfd1,0.915380015
Scp2,0.989913348
Scpep1,0.842793356
Scyl2,1.57449997
Scyl2Q8CFE4,1.175033263
Sdc4,1.224273353
Sdcbp,1.295499998
Sdf2l1,0.739666672
Sdha,1.054956665
Sdhb,0.863160008
Sec11a,0.575576664
Sec13,0
Sec16a,0.27308667
Sec22b,1.054409967
Sec23b,1.19066669
Sec24b,0.422399988
Sec24c,0.136539994
Sec31a,0.613013324
Sec61a1;Sec61a2,0.892826649
Sec62,0
Sel1l,0
Sema4d,0.854566653
Serbp1,1.135830026
Serinc1,0.753676677
Serinc3,0.973299988
Serpinb6a;Serpinb6,0.717239998
Serpinc1,1.359933668
Sf1,0.993600012
Sf3b4,0
Sfn,0.832366683
Sfpq,1.264833361
Sft2d2,0
Sfxn1,0.551816674
Sfxn3,0.671583333
Sgpl1,0.84484998
Sh3bgrl3,1.095810017
Sh3bp1,0.938686635
Sh3bp2,0
Sh3gl1,0.982159997
Sh3glb1,0.997486696
Sh3glb2,0.292803316
Sh3kbp1,0.877716651
Sh3pxd2b,1.267499996
Shmt2,1.060343335
Siae,0.922696654
Sidt2,0.72477667
Siglec1,1.55813334
Sigmar1,1.195659913
Sipa1,0
Sirpa,0.517233348
SirpaE0CYM8;P97797;E9QPT7;P97797-3,1.599600015
Sirt2,2.140233811
Skap2,1.110866687
Skp1,0.942553293
Slc11a1,0.565526668
Slc12a4,1.181966711
Slc12a6,0
Slc12a7,1.373976676
Slc12a9,0.659176678
Slc15a3,0.419000083
Slc15a4,0.598256672
Slc16a1,1.093200002
Slc16a10,0.632493339
Slc16a3,1.278999997
Slc17a5,0.572016679
Slc1a5,0.757933298
Slc23a2,1.235766679
Slc25a1,0.975666686
Slc25a10,0
Slc25a11,0.843990001
Slc25a12,0.579866661
Slc25a13,0.905139999
Slc25a24,0.850130017
Slc25a3,0.778046671
Slc25a4,0.77100334
Slc25a5,0.858466669
Slc26a11,0.512720015
Slc29a3,0.733550002
Slc2a1,1.656866641
Slc2a6,0.720873315
Slc2a8,0.709799995
Slc30a7,0
Slc31a1,0.600670027
Slc36a1,0
Slc37a2,0.649403323
Slc38a2,1.138643312
Slc38a7,0.575746658
Slc38a9,0.603546669
Slc3a2,1.700666699
Slc43a2,1.273400037
Slc44a2,1.367466672
Slc46a3,0
Slc48a1,0.32706666
Slc4a2,1.838266773
Slc4a7,0
Slc6a6,1.590366678
Slc7a1,0.963200026
Slc7a5,1.295299926
Slc7a8,1.424933331
Slc9a6,1.632433509
Slc9a9,0.701496656
Slco4a1,0.901663296
Smap1,1.177333311
Smap2,1.115766668
Smarca5,0.250583322
Smarcc2,0.382633316
Smc1a,0.504513346
Smc2,0
Smpd1,0.671670008
Smpdl3a,0.710633306
Smpdl3b,1.168400003
Snap23,1.532199986
Snap29,0.735373341
Snapin,0.51134667
Snd1,1.74173325
Snf8,0
Snrpa;Gm5145,0
Snrpc,0.470600024
Snrpd3,0.977723308
Snrpn;Snrpb,1.030906641
Sntb2,1.324366676
Snx1,0.896500013
Snx11,0.571623355
Snx12,1.472333355
Snx16,1.550266663
Snx17,1.420399993
Snx2,1.077120008
Snx20,0.596403353
Snx27,1.628499877
Snx29,1.379533326
Snx3,1.721366728
Snx30,0.567366667
Snx4,1.599166684
Snx5,1.056856701
Snx6,0.794833332
Snx8,2.157200073
Sod1,0.737993322
Sod2,0.657726672
Spag7,0.305973342
Spcs2,0.985593319
Spcs3,0.864236665
Spe39,1.386733358
Specc1,0.918450002
Spg20,0.83207334
Spg21,0.893106643
Sphk2,1.039213337
Spn,1.514033362
Spns1,0.82736998
Sppl2a,0.71488332
Spryd7;6330409N04Rik,1.10913667
Sptbn1,0.487566661
Sptlc2,0.059326665
Sqrdl,0.620420001
Sqstm1,1.017999976
Sri,0.800406661
Srp14,0.589516663
Srp19,0.3374
Srp54;Srp54c,0.885696638
Srp68,1.016216684
Srp9,0
Srsf3;Gm12355,1.016533349
Ssr1,0.845403299
Ssr3,0.196253338
Ssr4,1.158900007
Ssrp1,0.57876
St13,0.838620032
St3gal1,0.32910333
Stab1,1.204066699
Stam,0.436366665
Stam2,0
Stambpl1,0
Stard3,1.058006627
Stard3nl,0.636156649
Stat1,0.546743346
Steap3,1.431800022
Stk11ip,0.702113347
Stk24;Mst4;2610018G03Rik;Stk25,1.179999974
Stk3,0.647966665
Stk38,0.984073342
Stmn1,0.282643338
Stmn2,0
Stom,0.795723342
Strn,1.015329975
Sts,0.843943306
Stt3a,0.949763348
Stx11,0.574899985
Stx12,1.002016645
Stx16,0
Stx17,1.02270999
Stx2,0.976943321
Stx3,1.045100013
Stx4,1.763866631
Stx5;Stx5a,0.378599996
Stx6,0.648610013
Stx7,0.903826657
Stx8,0.785699992
Stxbp1,1.451333342
Stxbp2,1.387833295
Stxbp3,1.598633336
Stxbp5,1.238499999
Sub1,0.921349981
Sucla2,0.913056672
Suclg1,0.814443294
Sugp1,1.031886649
Sumo2;Sumo3,1.072843328
Sun2,1.263866659
Surf4,0.783123356
Swap70,0.286490002
Syk,0.804926682
Syncrip,1.218813329
Syngr1,0.783176659
Syngr2,0.230836665
Synrg,1.372866656
Sypl1;Sypl,0.885913333
Tagln2,1.338133289
Taok3,1.610166603
Tap1,0.896269989
Tap2,0.973489995
Tapbp,0.935413321
Tardbp,1.306466666
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.895739991
Tbl1x,1.091810057
Tbxas1,0
Tceb1,0.716830023
Tceb2,1.005876703
Tcirg1,0.652796707
Tcof1,0.46863334
Tcp1,1.071333338
Tdrd7,1.84786636
Tecpr1,0
Tecr,0.936603338
Tes,0.863253322
Tex264,0.550699995
Tfe3,1.019813299
Tfrc,1.229633354
Tgfbi,0
Tgm2,0
Themis2,0.478889995
Thrap3,1.047379984
Timm44,1.006243323
Timm50,0.700480018
Timm9,0.331749996
Tkt,1.28979996
Tln1,1.288799986
Tlr13,0.587483334
Tlr2,1.077229972
Tlr3,0.54838658
Tlr7,0.598299991
Tlr8,0.709553339
Tlr9,0.513593325
Tm7sf3,0.826846686
Tm9sf1,1.109699998
Tm9sf2,1.18506665
Tm9sf3,1.127500018
Tm9sf4,0.982503333
Tmco1,0.715033329
Tmed10,0.965176658
Tmed2,1.008386672
Tmed4,0.888823323
Tmed5,0.318823337
Tmed7,0.926433332
Tmed9,1.049283326
Tmem104,0.610036676
Tmem106a,0.716563322
Tmem106b,0.859596683
Tmem106c,0.648739986
Tmem109,0.745053345
Tmem120a,0.056436663
Tmem144,0.320629995
Tmem14c,0.640020003
Tmem165,0.934663305
Tmem173,0
Tmem175,0.713470014
Tmem176b,0
Tmem179b,0.542293321
Tmem192,0.534033398
Tmem206,1.287466683
Tmem30a,0.722766654
Tmem43,1.063900005
Tmem55a,0.696399984
Tmem55b,0.691136662
Tmem63a,0.796333338
Tmem87a,0.996413342
Tmem9b,1.011563334
Tmpo,1.28943333
Tmsb4x,1.203966669
Tmx1,1.022756685
Tmx2,0
Tmx3,0.89570669
Tmx4,0.287183327
Tnf,0
Tnfaip2,0
Tnfaip8l2,0.38173334
Tnfrsf23,0.408033328
Tns1,0.871926696
Tollip,0.71217668
Tom1,0.640793306
Tomm40,0.649533322
Tomm70a,0
Top2a,0.838266694
Tor1aip1,0.986533325
Tor1aip2,0.208206671
Tor3a,0.328826665
Tpcn1,0.99700335
Tpcn2,0.756636665
Tpd52,0.933946665
Tpd52l2,1.228399975
Tpi1,1.158233358
Tpm3-rs7;Tpm3,1.346300014
Tpm4,1.126166619
Tpp1,0.818076681
Tpt1,0
Trafd1,0.594733315
Trem2,1.078933274
Trex1,0.910783339
Trim14,0.903683319
Trim21,0
Trim28,0.466033348
Trpv2,1.737633279
Tsen34,0.573533356
Tsg101,0.757386661
Tspan14,0.352733335
Tspan31,0.419800008
Ttc35,1.036733336
Ttk,0
Ttn,1.10109999
Ttyh2,0
Ttyh3,0.992250039
Tuba1a;Tuba3a,0.587826685
Tuba1b,1.057536685
Tuba4a,1.014200026
Tubb4b,1.091099973
Tubb5,1.05968667
Txn,0.989820006
Txndc12,0.834993334
Txndc5,0.995103286
Tyrobp,0.741819997
Uba1,0
Ubap2,0
Ubap2l,1.353149959
Ube2d3;Ube2d2,1.12089998
Ube2l3,1.007970022
Ube2n,0.726909997
Ubl3,0.844399979
Ubl5;Gm2001,0.695656665
Ubtf,0.322290004
Ubxn4,0.168363335
Ufd1l,0.985213324
Ufm1,0.835166683
Uggt1,0.887749982
Ugt1a7c,0.949053356
Unc13d,0.272463352
Unc93b1,0.622710004
Upf1,0.398833307
Uqcrb,0.753993339
Uqcrc1,0.830926633
Uqcrc2,0.82891668
Uqcrfs1,0.774996632
Uqcrh,0.440563322
Usmg5,1.455266619
Usp12;Usp46,0
Uvrag,1.204509999
Vac14,0.613970011
Vamp3,1.047503328
Vamp4,0.404
Vamp7,0.928156677
Vamp8,0.741806674
Vapa,0.835299985
Vapb,0.813959989
Vasp,1.041013338
Vat1,0.695216646
Vcp,0.925116689
Vdac1,0.641056676
Vdac2,0.582170005
Vdac3,0.585516675
Vim,1.025099993
Vmp1,0
Vps11,1.303599977
Vps13c,0.796259983
Vps13d,0.192096668
Vps16,1.238133288
Vps18,1.176200037
Vps26a,1.310733334
Vps26b,1.426966683
Vps28,0.831546657
Vps29,1.213400012
Vps33a,1.140926658
Vps33b,1.403399992
Vps35,1.311166623
Vps37b,0.657363339
Vps37c,0.718416666
Vps39,1.195866675
Vps41,1.34489998
Vps45,1.243733291
Vps4a,0.230359995
Vps4b,1.09932001
Vta1,0.82846334
Vti1a,1.05045666
Vti1b,0.697386677
Vwa5a,0.68777002
Was,1.134920008
Wasf2,0.794606692
Wash1,1.155239955
Wbp11,0.888433316
Wdfy2,1.161799994
Wdfy4,1.42279996
Wdr1,1.37843334
Wdr41,0
Wdr45l,0.874526683
Wdr5,1.321033346
Wdr7,0.946146673
Wdr70,0
Wdr81,1.054190028
Wdr91,1.091086685
Wipf1,0.953886648
Wnk1,1.105266627
Wwp1,0.784163345
Wwp2,0.802769999
Yipf3,0.35826666
Ykt6,1.218933348
Ythdf3;Ythdf1,0.995799979
Ywhab,1.034663338
Ywhae,0.967263331
Ywhag,1.108600014
Ywhah,1.037123335
Ywhaq,0.906526649
Ywhaz,1.14453331
Zadh2,0.579940027
Zc3hav1,1.241533294
Zdhhc20,0.395790044
Zfand2a,0.57207666
Zfyve19,0
Zmiz1,0.438733356
Zmpste24,0.706323338
Znf703,0.317279994
Znrf1,1.042933355
Znrf2,0
Zyx,0
0,0.897433318
Q9DAM7,0.581933392
Q8K039;D3YWR8,0.745493332
Q9D735,0
Q9D6W8,0
Q9D0B6;Q9D0B6-2,0.95766331
Q8CAQ8-3;Q3TZK4;E9PVS5,1.462433323
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.212533366
Q3TYS2,0.816163344
P17047-3,0
Q5F285,0
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0
Q9ES97-3,0.461810049
Q8VE96;D6RHL1,0.673733294
Q8C708,0.754400026
Q8K1J5,1.461900043
P10404,0
Q8R239;Q8R239-3;Q8R239-2,0.517896696