Gene names,2015 Dill IgG Late
Lrrc57,1.400300038
Lrrc59,0.946156697
Lrrc8c,0.291186666
Lsp1,1.129210036
Lss,1.098516651
Ly86,1.214816658
Ly9,0.644596669
Lyn,0.670453305
Lypla2,0.441566674
Lyz1,0.880159972
Lyz2,0.888320014
M6pr,0.580479993
Macf1,0.876716653
Magt1,0.25865
Man1a1,1.015500024
Man1c1,0.428366659
Man2a1,0.701213287
Man2b1,0.873033333
Man2b2,1.026626667
Manba,0.885480001
ManbaQ8K2I4,0.666119981
Manf,0.713706684
Map1s,0.722499967
Map2k1;Map2k2,1.748466354
Map2k4,0.506300003
Map3k11,0.667226705
Map4;Mtap4,0.927103331
Mapre1,1.059876706
Marc2;Mosc2,1.030666669
Marcks,1.067510014
Marcksl1,1.507633355
Mark2,0.645966657
Matr3,1.131706674
Mavs,0.818266681
Mboat7,0.266036666
Mbp,1.245290005
Mcl1,1.536566632
Mcoln1,0.245356653
Mcoln2,0.764859983
Mdh1,0.867793322
Mdh2,1.005003314
Me2,0
Mef2bnb;2310045N01Rik,0.519200004
Mesdc2,0.129166647
Mettl3,0.65660002
Mettl7a1;Mettl7a2-Higd1c;Ubie;Mettl7a2;Mettl7a3;AB099516,0.537776668
Mfge8,1.043273327
Mfsd1,1.224633348
Mfsd12,0.983346687
Mfsd7,0
Mfsd8,0.958269995
Mgat1,0.496600011
Mgp,0.199703331
Mia3,1.24422002
Mic1,1.045966668
Milr1,0.359833326
Mki67,1.528756747
Mlec,0.922406703
Mlst8,0.269533332
Mob1b;Mob1a,1.216813361
Mob4,0.78553335
Mon1a,1.124933328
Mon1b,1.247900004
Mpdu1,0
Mpeg1,0.510456622
Mpo,0.77266002
Mpp1,1.494800033
Mrc1,0.612226687
Ms4a4c,0.626046633
Msn,0.849933329
Msr1,0.487406751
Msra,0.390566658
Mtatp8;mt-Atp8,1.425499975
Mtch2,0.718656649
Mtco1;mt-Co1,0.692250023
Mtco2;mt-Co2,1.312099997
Mtdh,0.380736671
Mtss1,0.983229991
Mvp,0.763276689
Myadm,1.271033335
Myh14,0.443240026
Myh9,0.672463326
Myl12a;Myl12b;Myl9,0.802923344
Myl3;Myl1,0.979499967
Myl6,0.984093317
Myo1c,0
Myo1e,0.853463325
Myo1f,1.067033325
Myo1g,0.656563339
Myo5a,0.964813329
Myof,0.576830013
Naaa,1.371200019
Naca,1.355033304
Naga,1.219366683
Naglu,0.927596646
Nagpa,0.728143332
Nap1l1,0.974099998
Napa,1.035240013
Napg,1.128863319
Napsa,1.687666664
Nceh1,0.970206655
Ncf1,0.971819988
Ncf2,0.367066663
Nckap1l,1.006009996
Ncl,1.385926842
Ncoa3,1.048526676
Ncor1,1.229069783
Ncstn,0.599523284
Nde1;Ndel1,1.359700008
Ndufa10,0
Ndufa4,0.936556685
Ndufa6,0.587266684
Ndufc2,0
Ndufs1,1.176299972
Ndufs2,0.236306661
Ndufs3,0.464533324
Ndufv1,0.262790003
Ndufv2,0
Neb,0.21016667
Necap2,1.163236665
Nek2,0.15992335
Neu1,0.990106658
Nfam1,0
Nfatc2ip,1.282633328
Nhlrc3,0.495876623
Nhp2l1,0.694566868
Nhsl2,1.36263335
Nin,0.755183359
Nipsnap3b,0.336933336
Nisch,0
Nmt1;Nmt2,0.291553329
Nob1,1.307899949
Nomo1,0.463400016
Nono,1.041266639
Npc1,1.028886671
Npc2,0.440339948
Npm1,0.733820004
Nptn,0.721486701
Nrp1,0.522169952
Nrp2,1.004089984
Nsdhl,1.00327667
Nsf,1.029970004
Nucb1,0.98272
Nucb2,1.021693336
Nudc,1.132933329
Numa1,1.154019998
Numb,0.986610024
Numbl,0.784600034
Nup54,1.553316491
Nup62,1.402700035
Nutf2,0.373833328
Oas1a;Oas1g,1.001686659
Oas3,0.892653347
Oat,0.983030023
Ogdh,0.977349994
ORF3,0
Osbp,1.831833193
Osbpl11,1.303346675
Osbpl1a,0.820753338
Osbpl6,0.08242664
Osbpl8,0.843926686
Osbpl9,1.22724335
Ostf1,1.043866678
Ostm1,1.341800026
Otud7a,1.568966446
Oxct1,0.864106702
P2rx4,1.120510002
P2rx7,0.567823338
P33monox;4833439L19Rik,0
P4hb,0.94200335
Pa2g4,0.90019329
Pabpc1;Pabpc6,0.916890015
Paics,1.265066679
Paip1,1.634306711
Pak2,0.915613304
Parp1,1.047993347
Parp14,0.312743325
Pcbp1,1.409200005
Pcbp2;Pcbp3,0.527633364
Pcdhb2,0.589400014
Pck2,0.733163328
Pcmt1,0.279483341
Pcna,0.977946677
Pcnp,2.475632664
Pcyox1,1.212466612
Pcyox1l,0.701186694
Pcyt1a,1.088149994
Pdcd6,0.947326655
Pdcd6ip,1.175359985
Pdha1,0.655866672
Pdhb,0.842619996
Pdia3,0.956906672
Pdia4,0.89012333
Pdia6,0.961580002
Pdlim2,1.795266419
Pdlim5,2.346899774
Pdxk,0.413566662
Pef1,1.098810016
Pepd,0
Pex14,0
Pf4,1.58345684
Pfkp,1.110903319
Pfn1,1.01118332
Pgam1,0.980116665
Pgd,0.892970006
Pgk1,0.939619984
Pgrmc1,0.947413352
Pgrmc2,0
Phb,1.147066638
Phb2,1.1361667
Pi4k2a,1.267033307
Pi4ka,0
Pid1,1.196233328
Pigs,0.351433318
Pigt,0
Pik3ap1,0.939919977
Pik3c3,0.795373335
Pik3cg,0.318789998
Pik3r4,0.745270004
Pion,0.897226658
Pip4k2a,1.011963336
Pip4k2b,0.327243327
Pitpna,1.312466697
Pkm2,0.993473365
Pkn1,1.68243331
Pla2g15,0.614983348
Pla2g7,0.968200007
Plau,0.948319982
Plaur,0.238249997
Plbd1,0.887279987
Plbd2,0.931486682
Pld1,0.836126657
Pld3,0.99226337
Pld4,0.986316694
Plec,1.826366521
Plek,1.802166799
Plekha1,0.104903339
Plekho1,1.107966656
Plekho2,1.41222667
Plod1,0.584666647
Plod3,0
Plscr3,0.865899979
Pltp,0.982850011
Plxdc1,0.322190006
Plxna1,0
Plxnb2,0.562596675
Pnp,1.045360007
Pon2,1.000263329
Pon3,0.992653348
Por,1.000933337
Ppia,1.185933297
Ppib,0.990133319
Ppm1h,1.109666666
Ppp1ca,1.635166515
Ppp1cb,0.753200019
Ppp1cc,1.237159991
Ppp1r12a,1.34533333
Ppp1r12c,1.473866663
Ppp1r18,1.997866259
Ppp2ca;Ppp2cb,1.00358998
Ppp2r1a,0.943853313
Ppt1,1.12462335
Ppt2,0.674913322
Pqbp1,1.24816667
Prcc,2.107766731
Prcp,0.959109971
Prdx1,1.108459992
Prdx2,1.094703327
Prdx3,0.79929
Prdx4,1.049500012
Prdx5,1.004826648
Prkacb,1.369666668
Prkar1a,1.068336661
Prkca,0
Prkcd,0.768483349
Prkcsh,0.939369984
Prpf19,0.404433329
Prpf31,1.411110089
Prpf40a,1.00281335
Prrc2c,1.651433352
Psap,0.829726659
Psen1,1.047779974
Psen2,0.945789973
Psma1,1.242133315
Psma4,0.135873357
Psma6,0
Psma7,0.545880005
Psmb1,1.13359998
Psmb10,1.458433374
Psmb3;Gm5356,0.209610007
Psmb8,0.268513346
Psme1,1.095166515
Pstpip1,0
Ptbp1,1.142300013
Ptgs1,0.364199993
Ptp4a2,1.284199965
ptplad1,0
Ptpn1,0.943379972
Ptpn23,1.568399956
Ptpn6,1.032136655
Ptpn9,1.10476671
Ptpra,0.658649978
Ptprc,0.51047003
Ptpre,1.23281332
Ptprj,0.672983345
Ptpro,0
Ptrh2,0.669623337
Pttg1ip,1.286570217
Pxk,0
Pzp;A2m,0.926976678
Qki,1.378906707
Rab10,1.108543335
Rab11a,0
Rab11b;Rab11a,1.091323307
Rab11fip5,1.09483334
Rab12,1.166833304
Rab13,0.681116642
Rab14,0.765833336
Rab18,1.158566688
Rab19,0.958893309
Rab1A;Rab1,1.19883336
Rab1b,1.249833368
Rab21,0.989556683
Rab22a,0.834520001
Rab23,0.250610002
Rab27a,1.267366646
Rab2a,1.002996698
Rab31,1.123866646
Rab32,0.846263347
Rab33b,0.820166681
Rab34,0.811200021
Rab35,1.174746656
Rab39a,1.215566638
Rab3a,0.703756659
Rab3d,0.997923323
Rab4b,1.17039999
Rab5a,1.102580012
Rab5b,1.197033326
Rab5c,1.116799979
Rab6a,1.11839997
Rab6a;Rab6b,1.117096695
Rab7a,1.018726661
Rab7b;5430435G22Rik,1.255666681
Rab7l1,0.952663337
Rab8a,1.325066667
Rab8b,1.302950026
Rab9a;Rab9,0.928886678
Rabl3,0.968280028
Rac1;Rac3,1.275466654
Rac2,2.022232964
Rala,0.88379335
Ralb,1.24873337
Raly;C130057N11Rik,0.910929985
Ran;1700009N14Rik,1.043519995
Ranbp1,0.467366651
Ranbp2,0.290356674
Rangap1,0.262006662
Rap1a,0.957146658
Rap1b,1.624766648
Rap2a,0.951720019
Rap2b,1.111823356
Rap2c,0.766986689
Rasa3,0
Rasa4,0.598563323
Rassf4,0.465433319
Raver1,0.413453334
Rbbp4,1.190199995
Rbm25,0.732176663
Rbm3,2.464533954
Rbmx;Rbmxl1,0.140786655
Rbp4,0.821246649
Rcc1,1.368560029
Rcn2,0.916153314
Rcor1,0.40373333
Rdh11,1.221883324
Rdh14,0.748633339
Rdx,0.984666686
Reep5,0.583583314
Rer1,0.864223341
Rftn1,0.58202334
Rgs1,0.952366668
Rgs10,1.501799997
Rgs18,1.567233186
Rgs19,0.989266636
Rgs3,0
Rhbdf2,0
Rhoa;Rhoc,1.586633377
Rhob,1.067066672
Rhog,0.983673355
Ripk1,1.490866437
Ripk3,1.305400027
Rit1,0.345499991
Rnaset2,1.125386921
Rnd1,0
Rnd3,0.986099996
Rnf128,0.110553339
Rnf13,0.645043329
Rnf213,0.859196701
Rnh1,1.084493284
Rock1,1.088766646
Rock2,1.251936687
Rod1;Ptbp3,0
Ros1,0
Rp2,1.047330026
Rpl10;Rpl10l,0.645233329
Rpl10a,0.943196671
Rpl12;Rpl12-ps1,0.986853316
Rpl13;Rpl13-ps3,0.407936685
Rpl14,0
Rpl17,0.501596651
Rpl21;Gm9104;Rpl21-ps6,0.248593331
Rpl22,0.803979984
Rpl22l1,0.354633333
Rpl23,0.815293322
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.620576686
Rpl24,0.408366662
Rpl26,0.546716604
Rpl27,0
Rpl28,0.964063353
Rpl3,0.785760008
Rpl30,0.987089989
Rpl31;Gm16382,0.917226662
Rpl34;Gm2178,0
Rpl35a,0.598446679
Rpl37a,1.009236672
Rpl38,1.026576638
Rpl4,0
Rpl5,0.50382329
Rpl6;Gm5428,0.637293338
Rpl8,0.147520003
Rpl9;Rpl9-ps6,0.838963369
Rplp0;Gm8730,1.000783321
Rplp1;Gm10073,0.865819964
Rplp2,0.908836679
Rpn1,0.972623349
Rpn2,0.915820005
Rprd2,1.149646672
Rps10,1.084503346
Rps11,0.671399971
Rps12,0.941329975
Rps13,1.091106667
Rps14,0.90826331
Rps15,0.945413308
Rps15a,0.850736651
Rps16,1.272706659
Rps17,1.09403336
Rps19;Rps19-ps13;Rps19-ps1,1.24373332
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.916619991
Rps20,1.068440017
Rps21,1.322333328
Rps23,0.410149949
Rps25,1.104596667
Rps26,0.186200003
Rps27a,0.54260995
Rps27l,0.817889982
Rps28,1.524600026
Rps3,1.06961667
Rps4x;Rps4y2,0.736933349
Rps5,0.946763309
Rps6,0.57454668
Rps6ka1,1.247466683
Rps7;Gm9493,0.900643325
Rps8;Gm11353,0
Rps9,0
Rpsa-ps10;Rpsa,0.969079999
Rptor,0
Rraga;Rragb,1.198733324
Rragc,1.088809988
Rras,0.958186649
Rrbp1,0.932909974
Rsad2,0.633546659
Rsu1,0.911030003
Rtn1,0.251970023
Rtn4,1.03014666
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.839250006
Rufy1,0.556680022
Rufy2,0.358140004
Ruvbl1,0.991399996
S100a10,2.213533058
S100a11;Gm7665,0.885149966
S100a13,0.465833339
S100a4,1.47796668
S100a6,0.91496332
Saa3,0.235710005
Sacm1l,1.162233342
Samm50,1.277400023
Sar1a,0
Sarnp,1.301166712
Sash3,1.840766539
Scamp1,1.06697665
Scamp2,1.078373328
Scamp3,1.142666674
Scamp4,0.74543331
Scarb1,1.094220003
Scarb2,1.186433329
Scfd1,0.97617334
Scp2,1.328133338
Scpep1,0.822896673
Scyl2,1.046083352
Scyl2Q8CFE4,0
Sdc4,1.089900015
Sdcbp,1.162739987
Sdf2l1,0.972316698
Sdha,1.104036658
Sdhb,0.769153332
Sec11a,1.060473345
Sec13,0.662776669
Sec16a,0.636566658
Sec22b,1.032846657
Sec23b,1.48656669
Sec24b,1.975133493
Sec24c,0.29272667
Sec31a,0.469200026
Sec61a1;Sec61a2,1.1346733
Sec62,0.279546657
Sel1l,0.415766666
Sema4d,0
Serbp1,0.669810007
Serinc1,0.771253336
Serinc3,0.72001335
Serpinb6a;Serpinb6,0.94662669
Serpinc1,1.256629923
Sf1,1.314366697
Sf3b4,1.051553316
Sfn,0.62100334
Sfpq,1.059236676
Sft2d2,0
Sfxn1,1.068686689
Sfxn3,1.260033311
Sgpl1,0.897406662
Sh3bgrl3,1.015773302
Sh3bp1,1.306533274
Sh3bp2,0.463233341
Sh3gl1,1.373266664
Sh3glb1,1.528366658
Sh3glb2,1.571573435
Sh3kbp1,0.478599999
Sh3pxd2b,1.092466694
Shmt2,1.054653367
Siae,0.69989666
Sidt2,1.070163308
Siglec1,0.874760024
Sigmar1,0.416143327
Sipa1,1.855733118
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,0.475739968
Sirt2,1.030593324
Skap2,1.578366622
Skp1,0.937840006
Slc11a1,0.780883334
Slc12a4,0.994146665
Slc12a6,0.177976665
Slc12a7,0.74748336
Slc12a9,1.188033306
Slc15a3,0.711280035
Slc15a4,0.902409992
Slc16a1,0
Slc16a10,0
Slc16a3,0.600886645
Slc17a5,0.784179973
Slc1a5,0.706576672
Slc23a2,0.991973319
Slc25a1,1.055083339
Slc25a10,0.237920007
Slc25a11,1.029390034
Slc25a12,1.227313375
Slc25a13,1.063733352
Slc25a24,1.099719996
Slc25a3,1.071833372
Slc25a4,0.846403343
Slc25a5,1.001163303
Slc26a11,1.093533315
Slc29a3,1.284399959
Slc2a1,0.90085335
Slc2a6,1.153499993
Slc2a8,1.129746657
Slc30a7,1.030690001
Slc31a1,1.030496657
Slc36a1,0.338233352
Slc37a2,0.884893332
Slc38a2,0.982299998
Slc38a7,0.773679975
Slc38a9,0.894950002
Slc3a2,0.868813371
Slc43a2,0.453209981
Slc44a2,0.592610005
Slc46a3,0.292676659
Slc48a1,1.035100039
Slc4a2,0.691516663
Slc4a7,0
Slc6a6,0.546779975
Slc7a1,0
Slc7a5,0
Slc7a8,0.555126666
Slc9a6,1.176013348
Slc9a9,0.73122667
Slco4a1,0.372993336
Smap1,1.522333309
Smap2,1.567666636
Smarca5,1.207096694
Smarcc2,0
Smc1a,0
Smc2,0
Smpd1,1.630633285
Smpdl3a,0.766796686
Smpdl3b,0.597649961
Snap23,1.026410011
Snap29,1.383733304
Snapin,1.196200003
Snd1,0.276899989
Snf8,0.373766662
Snrpa;Gm5145,0.951600003
Snrpc,0.939726664
Snrpd3,1.26683331
Snrpn;Snrpb,1.433633347
Sntb2,0.269593347
Snx1,1.128086663
Snx11,1.192240017
Snx12,0.890736696
Snx16,0.761390015
Snx17,0.703336669
Snx2,1.039609963
Snx20,0
Snx27,0.404356669
Snx29,0.174453337
Snx3,0.871266685
Snx30,0
Snx4,0.162780016
Snx5,0.934210031
Snx6,0.758466641
Snx8,0.430513301
Sod1,0.696273369
Sod2,0.636570042
Spag7,1.685933321
Spcs2,1.130306702
Spcs3,0.927353318
Spe39,0.56746665
Specc1,1.063549986
Spg20,1.430333337
Spg21,1.38569999
Sphk2,1.420300014
Spn,0.525666597
Spns1,1.215366614
Sppl2a,0.869403317
Spryd7;6330409N04Rik,0.942256676
Sptbn1,0.563533319
Sptlc2,0.628416665
Sqrdl,1.001226664
Sqstm1,1.166413346
Sri,1.167289995
Srp14,1.084283341
Srp19,0.723999973
Srp54;Srp54c,0.731846679
Srp68,1.098983297
Srp9,0
Srsf3;Gm12355,0
Ssr1,0.887823338
Ssr3,0.703240002
Ssr4,1.125366627
Ssrp1,0.610460046
St13,0.797419989
St3gal1,0.268060007
Stab1,0.377826625
Stam,0
Stam2,0
Stambpl1,0
Stard3,0.854513322
Stard3nl,1.103283324
Stat1,0.851803317
Steap3,0.750980001
Stk11ip,1.131466677
Stk24;Mst4;2610018G03Rik;Stk25,0.56056668
Stk3,0.394266681
Stk38,0.801566661
Stmn1,0.628990006
Stmn2,0.2812
Stom,1.094699995
Strn,1.112639996
Sts,0
Stt3a,0.939626662
Stx11,0.741526673
Stx12,1.071166638
Stx16,0
Stx17,1.94426642
Stx2,0.847686669
Stx3,1.206066641
Stx4,0.777999999
Stx5;Stx5a,0.71896668
Stx6,0.573823352
Stx7,1.208633303
Stx8,1.382699977
Stxbp1,1.204533319
Stxbp2,1.057899979
Stxbp3,0.699506667
Stxbp5,1.357200016
Sub1,0.950186676
Sucla2,0.708236691
Suclg1,1.190786653
Sugp1,0.691883317
Sumo2;Sumo3,0.949253291
Sun2,0.966570005
Surf4,0.794463354
Swap70,0
Syk,0.957379988
Syncrip,1.070620018
Syngr1,0.66821334
Syngr2,0.666860039
Synrg,1.676933135
Sypl1;Sypl,0.859459998
Tagln2,1.781533599
Taok3,0.841763348
Tap1,1.014693327
Tap2,0.982553306
Tapbp,0.984876661
Tardbp,1.047830005
Tbc1d22a,0.867766647
Tbc1d2b,0
Tbc1d5,1.092793336
Tbl1x,0.700443342
Tbxas1,0.452600003
Tceb1,0.409100016
Tceb2,0.811200024
Tcirg1,1.354033333
Tcof1,0.760400033
Tcp1,0.866786673
Tdrd7,0.221326668
Tecpr1,1.941499685
Tecr,0.640913331
Tes,2.236566425
Tex264,0.956223333
Tfe3,1.366466657
Tfrc,0.559553359
Tgfbi,0
Tgm2,0
Themis2,2.126929956
Thrap3,0.778056699
Timm44,1.283870027
Timm50,0.633933318
Timm9,1.44759993
Tkt,1.333933298
Tln1,0.893399981
Tlr13,1.142199989
Tlr2,0.732193341
Tlr3,0.918146667
Tlr7,1.126093351
Tlr8,1.307736687
Tlr9,1.44862664
Tm7sf3,1.027396634
Tm9sf1,0.988523311
Tm9sf2,0.961299997
Tm9sf3,0.837269998
Tm9sf4,0.858609993
Tmco1,0.523333348
Tmed10,0.981163318
Tmed2,1.190700006
Tmed4,0.988856675
Tmed5,0.41073335
Tmed7,0.960719992
Tmed9,1.023323307
Tmem104,0.870740004
Tmem106a,1.127799989
Tmem106b,1.209323324
Tmem106c,1.04069335
Tmem109,0.513073324
Tmem120a,0.162550004
Tmem144,0
Tmem14c,0.454793296
Tmem165,0.249516668
Tmem173,0
Tmem175,1.230420031
Tmem176b,1.140166656
Tmem179b,1.411033317
Tmem192,1.046906662
Tmem206,0.681076718
Tmem30a,0.955140009
Tmem43,0.991053343
Tmem55a,1.022753338
Tmem55b,1.397793312
Tmem63a,1.079003346
Tmem87a,0.978733312
Tmem9b,1.111990008
Tmpo,1.274000001
Tmsb4x,2.138899942
Tmx1,1.032156679
Tmx2,0.286310007
Tmx3,0.871619999
Tmx4,0.417066662
Tnf,0
Tnfaip2,1.905266811
Tnfaip8l2,1.035113363
Tnfrsf23,0.590076656
Tns1,0
Tollip,1.111736665
Tom1,1.362533382
Tomm40,1.003763331
Tomm70a,0
Top2a,1.110700006
Tor1aip1,1.070596673
Tor1aip2,1.098866653
Tor3a,0.653266667
Tpcn1,1.127833339
Tpcn2,1.336913311
Tpd52,1.15595339
Tpd52l2,1.383766662
Tpi1,1.076926661
Tpm3-rs7;Tpm3,0.940643305
Tpm4,0.245623329
Tpp1,1.5022
Tpt1,0
Trafd1,1.946166649
Trem2,1.242599946
Trex1,1.030436667
Trim14,1.141700044
Trim21,0
Trim28,0
Trpv2,0.639003348
Tsen34,0
Tsg101,1.04887999
Tspan14,0.517966644
Tspan31,0.198926668
Ttc35,0.411866673
Ttk,0
Ttn,0.922193341
Ttyh2,0
Ttyh3,1.083740022
Tuba1a;Tuba3a,0
Tuba1b,1.076050005
Tuba4a,0.350200017
Tubb4b,1.123666683
Tubb5,1.23809001
Txn,0.822946663
Txndc12,0.662016633
Txndc5,0.935766648
Tyrobp,0.535453351
Uba1,0.854553305
Ubap2,0.916800026
Ubap2l,1.746133424
Ube2d3;Ube2d2,0.323856672
Ube2l3,1.058433316
Ube2n,1.246316664
Ubl3,1.370999999
Ubl5;Gm2001,1.624766689
Ubtf,0
Ubxn4,0.547683339
Ufd1l,1.300366662
Ufm1,0.654566693
Uggt1,0.926869991
Ugt1a7c,0.956319967
Unc13d,0.553843297
Unc93b1,1.07161333
Upf1,0.373833328
Uqcrb,1.039266711
Uqcrc1,1.059023354
Uqcrc2,1.015700006
Uqcrfs1,0
Uqcrh,0.76803335
Usmg5,0.451103335
Usp12;Usp46,0
Uvrag,0.885770003
Vac14,0.271870006
Vamp3,1.516833312
Vamp4,0.516366682
Vamp7,1.131766678
Vamp8,1.299900031
Vapa,1.004926654
Vapb,1.216603286
Vasp,1.737933541
Vat1,1.406633317
Vcp,0.809949999
Vdac1,1.081603352
Vdac2,0.999813333
Vdac3,1.138040006
Vim,1.517600057
Vmp1,0
Vps11,0.975736641
Vps13c,1.205500008
Vps13d,0.141896656
Vps16,1.118806697
Vps18,0.865396662
Vps26a,0.768713324
Vps26b,0.614063328
Vps28,1.207466661
Vps29,0.682323344
Vps33a,1.081656689
Vps33b,1.087733354
Vps35,0.708880009
Vps37b,1.215400021
Vps37c,1.404033342
Vps39,0.913969975
Vps41,0.951999992
Vps45,0.781870023
Vps4a,1.103203334
Vps4b,1.370500037
Vta1,1.424866659
Vti1a,0.833806664
Vti1b,1.228966691
Vwa5a,1.392880024
Was,1.094780024
Wasf2,1.014973342
Wash1,0.87694999
Wbp11,1.245366681
Wdfy2,0.265183334
Wdfy4,0.359653342
Wdr1,0.923186633
Wdr41,0
Wdr45l,0.696439993
Wdr5,0.996646662
Wdr7,1.058323329
Wdr70,0.803933318
Wdr81,0.810016641
Wdr91,0.802109997
Wipf1,1.424766645
Wnk1,1.138796682
Wwp1,1.181110009
Wwp2,0.927040019
Yipf3,0.47420001
Ykt6,1.815500021
Ythdf3;Ythdf1,0.311166665
Ywhab,0.873139986
Ywhae,0.701940002
Ywhag,1.056966698
Ywhah,1.023353356
Ywhaq,0.498593295
Ywhaz,0.987489977
Zadh2,0.861283362
Zc3hav1,1.257666644
Zdhhc20,0.293616673
Zfand2a,1.848299892
Zfyve19,0.797966729
Zmiz1,1.448200054
Zmpste24,0.773563336
Znf703,1.213739945
Znrf1,0.807936667
Znrf2,0.544233323
Zyx,0.828133062
0,1.992833176
Q9DAM7,1.57430005
Q8K039;D3YWR8,0.985270015
Q9D735,0.343113301
Q9D6W8,1.232299985
Q9D0B6;Q9D0B6-2,1.088229999
Q8CAQ8-3;Q3TZK4;E9PVS5,1.529166671
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.484400021
Q3TYS2,0.883403328
P17047-3,1.60753363
Q5F285,0.449833309
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0.376300027
Q9ES97-3,0.554606618
Q8VE96;D6RHL1,0
Q8C708,0.265779991
Q8K1J5,0.353333315
P10404,0.271266669
Q8R239;Q8R239-3;Q8R239-2,0.382136682