Gene names,2015 Dill LPS Early
Lrrc8c,1.302966734
Lsp1,1.45376662
Lss,0.820700018
Ly86,0.765426719
Ly9,2.181933308
Lyn,1.506033366
Lypla2,0
Lyz1,0.269146713
Lyz2,0.725556665
M6pr,1.650833475
Macf1,0.968616658
Magt1,0.473333324
Man1a1,0.403506646
Man1c1,0
Man2a1,0.877056676
Man2b1,0.752096671
Man2b2,0.763603367
Manba,0.67242671
ManbaQ8K2I4,0.653723328
Manf,0.926000013
Map1s,0
Map2k1;Map2k2,1.68226696
Map2k4,0
Map3k11,1.787866851
Map4;Mtap4,1.129066662
Mapre1,0.490973343
Marc2;Mosc2,0.196286655
Marcks,0.861676644
Marcksl1,0.577703327
Mark2,0.787566659
Matr3,0.800266667
Mavs,0
Mboat7,0
Mbp,0.779083322
Mcl1,0.907069984
Mcoln1,0.464556688
Mcoln2,0.551990005
Mdh1,0.369566681
Mdh2,0.918986699
Me2,0
Mef2bnb;2310045N01Rik,0
Mesdc2,0.273243333
Mettl3,0
Mettl7a1;Mettl7a2-Higd1c;Ubie;Mettl7a2;Mettl7a3;AB099516,0.766123307
Mfge8,1.175169995
Mfsd1,0.692536673
Mfsd12,0.611316652
Mfsd7,0.286480014
Mfsd8,0.584653336
Mgat1,0.237860002
Mgp,0.362033323
Mia3,0.711360011
Mic1,0.733256697
Milr1,1.861966553
Mki67,0.402033325
Mlec,1.049636668
Mlst8,0
Mob1b;Mob1a,0.503563314
Mob4,0.893163372
Mon1a,0.944739979
Mon1b,0.81779332
Mpdu1,0
Mpeg1,0.614440018
Mpo,0.707730003
Mpp1,1.38860003
Mrc1,1.555999749
Ms4a4c,0.783626643
Msn,2.340800146
Msr1,1.736633376
Msra,0
Mtatp8;mt-Atp8,0.664883313
Mtch2,0.324449995
Mtco1;mt-Co1,1.386176685
Mtco2;mt-Co2,1.127656647
Mtdh,0.660416696
Mtss1,1.498266661
Mvp,0.929913318
Myadm,2.23236678
Myh14,0.833576654
Myh9,1.085210002
Myl12a;Myl12b;Myl9,1.522066618
Myl3;Myl1,1.353700004
Myl6,1.455499984
Myo1c,0
Myo1e,0.813820014
Myo1f,1.199799995
Myo1g,1.929766987
Myo5a,1.011616669
Myof,1.621999987
Naaa,0.483829976
Naca,1.145526647
Naga,0.931590009
Naglu,0.706350024
Nagpa,1.312400026
Nap1l1,0
Napa,1.21633331
Napg,1.12393665
Napsa,0.664133289
Nceh1,0.797630012
Ncf1,0.635933316
Ncf2,0.260709995
Nckap1l,1.295200028
Ncl,0.86937334
Ncoa3,0.874026683
Ncor1,0.526966662
Ncstn,0.743479998
Nde1;Ndel1,0.477600019
Ndufa10,0.104000005
Ndufa4,0.895433317
Ndufa6,0.670699996
Ndufc2,0.484133322
Ndufs1,0.630203338
Ndufs2,0.277680005
Ndufs3,0.284459999
Ndufv1,0
Ndufv2,0
Neb,1.560706613
Necap2,0.909866654
Nek2,0.523100009
Neu1,0.703503325
Nfam1,1.720933342
Nfatc2ip,0.220266668
Nhlrc3,0.959916708
Nhp2l1,0
Nhsl2,0
Nin,0.826509995
Nipsnap3b,0.169963339
Nisch,1.78916639
Nmt1;Nmt2,0
Nob1,0.834733455
Nomo1,0
Nono,0.66176333
Npc1,0.593333327
Npc2,0.741119978
Npm1,1.424300013
Nptn,1.64593336
Nrp1,1.924999893
Nrp2,1.640933289
Nsdhl,0.90259332
Nsf,1.180969999
Nucb1,0.702836697
Nucb2,0.354150004
Nudc,0.980900024
Numa1,0.996416691
Numb,1.584066841
Numbl,0.889533305
Nup54,0.598900026
Nup62,0.81236332
Nutf2,0.636123327
Oas1a;Oas1g,0.865050023
Oas3,1.455299999
Oat,0.934360003
Ogdh,0.815886664
ORF3,0
Osbp,0.13441998
Osbpl11,0.763043348
Osbpl1a,0.842643326
Osbpl6,0.084200027
Osbpl8,1.388066664
Osbpl9,0.633523346
Ostf1,1.079899989
Ostm1,0.771949971
Otud7a,0
Oxct1,0.705303324
P2rx4,0.530496667
P2rx7,1.323899989
P33monox;4833439L19Rik,0
P4hb,1.027416636
Pa2g4,1.296233345
Pabpc1;Pabpc6,0.96858002
Paics,0.979486667
Paip1,0
Pak2,0
Parp1,0.657983296
Parp14,0.375733329
Pcbp1,1.176256707
Pcbp2;Pcbp3,1.358266669
Pcdhb2,0
Pck2,1.306143392
Pcmt1,0
Pcna,1.136643339
Pcnp,0.604966675
Pcyox1,0.842933344
Pcyox1l,0.906453344
Pcyt1a,0.327013334
Pdcd6,0.762146664
Pdcd6ip,0.867439999
Pdha1,0.714346693
Pdhb,0.60409332
Pdia3,0.913920001
Pdia4,0.991886659
Pdia6,1.023130006
Pdlim2,0.719353283
Pdlim5,0.817106693
Pdxk,0
Pef1,1.556566828
Pepd,0.53072333
Pex14,0
Pf4,0.771913328
Pfkp,1.14324
Pfn1,1.312966638
Pgam1,1.127400009
Pgd,0.965013355
Pgk1,1.058249955
Pgrmc1,0.884966691
Pgrmc2,0.83046665
Phb,0.996726666
Phb2,0.962910024
Pi4k2a,0.759003334
Pi4ka,0.274986672
Pid1,1.123516656
Pigs,0.738723321
Pigt,0.277369988
Pik3ap1,1.387600018
Pik3c3,0.881523327
Pik3cg,0.820336656
Pik3r4,1.036850009
Pion,0.537916676
Pip4k2a,1.18770662
Pip4k2b,0
Pitpna,0.797756681
Pkm2,1.155553357
Pkn1,0.91147666
Pla2g15,0.77686333
Pla2g7,0.726026704
Plau,1.712300015
Plaur,2.91273311
Plbd1,0.545333322
Plbd2,0.775446663
Pld1,0.568519989
Pld3,0.912576652
Pld4,0.935126681
Plec,0.837879987
Plek,1.600800013
Plekha1,0.158390037
Plekho1,2.179433197
Plekho2,1.742133328
Plod1,0
Plod3,0
Plscr3,0.461440015
Pltp,0.849263337
Plxdc1,1.984666791
Plxna1,2.007433265
Plxnb2,1.910333604
Pnp,0.900673331
Pon2,0.512386658
Pon3,1.069233299
Por,0.822196693
Ppia,1.329566669
Ppib,1.018566641
Ppm1h,1.451299947
Ppp1ca,0.845889998
Ppp1cb,0.297366658
Ppp1cc,1.123566671
Ppp1r12a,1.419433337
Ppp1r12c,1.117366684
Ppp1r18,0.783936654
Ppp2ca;Ppp2cb,0.769466686
Ppp2r1a,0.946256674
Ppt1,0.606266683
Ppt2,0.40907666
Pqbp1,0
Prcc,0.823953357
Prcp,0.684153328
Prdx1,1.165913317
Prdx2,1.191426669
Prdx3,0.626860009
Prdx4,1.043080001
Prdx5,0.802013358
Prkacb,0.652289987
Prkar1a,0.940289956
Prkca,1.074800203
Prkcd,1.879866917
Prkcsh,0.953250003
Prpf19,0
Prpf31,0.165696668
Prpf40a,0.826463319
Prrc2c,1.625267
Psap,0.399839983
Psen1,0.884133343
Psen2,0.672903337
Psma1,0.996626655
Psma4,0.247113323
Psma6,0.758753343
Psma7,1.225466629
Psmb1,0.955699985
Psmb10,1.075783341
Psmb3;Gm5356,0.703586669
Psmb8,0.605096655
Psme1,0
Pstpip1,1.128103283
Ptbp1,1.627366667
Ptgs1,0
Ptp4a2,1.462699958
ptplad1,0
Ptpn1,0.847203326
Ptpn23,0.549063352
Ptpn6,1.062466649
Ptpn9,0.812666658
Ptpra,2.378866643
Ptprc,2.615733728
Ptpre,1.298543325
Ptprj,1.690433351
Ptpro,0.514333311
Ptrh2,0.311756669
Pttg1ip,0.58314667
Pxk,0.883799794
Pzp;A2m,0.536599967
Qki,0.999313332
Rab10,1.119539994
Rab11a,0.505000002
Rab11b;Rab11a,0.993996692
Rab11fip5,1.09924003
Rab12,1.393300011
Rab13,0.776436678
Rab14,1.854700195
Rab18,0.891353303
Rab19,0.152783316
Rab1A;Rab1,0.974629971
Rab1b,0.882120003
Rab21,1.069343349
Rab22a,1.123263365
Rab23,0.544636664
Rab27a,0.708403347
Rab2a,1.220366614
Rab31,1.181433342
Rab32,0.818839996
Rab33b,0.252386666
Rab34,1.123299992
Rab35,1.163159975
Rab39a,1.036650013
Rab3a,0
Rab3d,0.679216666
Rab4b,1.283466671
Rab5a,1.034696637
Rab5b,1.009460004
Rab5c,0.992463335
Rab6a,0.893890033
Rab6a;Rab6b,0.223803344
Rab7a,1.040579998
Rab7b;5430435G22Rik,0.695516662
Rab7l1,0.758406667
Rab8a,1.105516649
Rab8b,1.065706624
Rab9a;Rab9,1.004503332
Rabl3,0.964889975
Rac1;Rac3,1.437199995
Rac2,1.705233214
Rala,1.232326669
Ralb,1.325400007
Raly;C130057N11Rik,0.441466662
Ran;1700009N14Rik,1.096386676
Ranbp1,0.253406669
Ranbp2,0
Rangap1,0
Rap1a,1.086586658
Rap1b,1.247333333
Rap2a,0.890243338
Rap2b,1.10389337
Rap2c,1.279466647
Rasa3,0.837166507
Rasa4,0.952933536
Rassf4,0
Raver1,1.512333485
Rbbp4,0
Rbm25,0.688480018
Rbm3,0.669166672
Rbmx;Rbmxl1,0.80900003
Rbp4,0.525503338
Rcc1,0.824300003
Rcn2,1.009629993
Rcor1,0.43302664
Rdh11,0.987610016
Rdh14,0.237176668
Rdx,1.303246551
Reep5,0.784893318
Rer1,0.997036695
Rftn1,1.902599847
Rgs1,0
Rgs10,0.399700006
Rgs18,1.106733309
Rgs19,1.529033321
Rgs3,0
Rhbdf2,0.660899999
Rhoa;Rhoc,1.380199982
Rhob,0.48907998
Rhog,1.122066658
Ripk1,0.46499332
Ripk3,1.02416668
Rit1,0
Rnaset2,0.672543321
Rnd1,0
Rnd3,0.748699974
Rnf128,1.163726691
Rnf13,0.689599994
Rnf213,0.750053329
Rnh1,1.082106647
Rock1,1.007719993
Rock2,1.094993328
Rod1;Ptbp3,0
Ros1,0
Rp2,1.039436677
Rpl10;Rpl10l,0.918920016
Rpl10a,1.699166817
Rpl12;Rpl12-ps1,1.73599987
Rpl13;Rpl13-ps3,1.411233382
Rpl14,0.80250002
Rpl17,1.11914668
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,1.424493337
Rpl22l1,1.513266603
Rpl23,1.753699911
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,1.276256642
Rpl24,0
Rpl26,1.67999989
Rpl27,0
Rpl28,1.269523342
Rpl3,1.069543353
Rpl30,1.782033264
Rpl31;Gm16382,1.753100012
Rpl34;Gm2178,1.399399977
Rpl35a,2.128500148
Rpl37a,1.538733342
Rpl38,1.891033096
Rpl4,0.380633303
Rpl5,1.260656716
Rpl6;Gm5428,1.104730004
Rpl8,0.27186
Rpl9;Rpl9-ps6,1.551566707
Rplp0;Gm8730,1.786033285
Rplp1;Gm10073,1.564480129
Rplp2,1.880366683
Rpn1,0.984336686
Rpn2,1.262633318
Rprd2,1.137596676
Rps10,1.375233356
Rps11,1.539300017
Rps12,1.279766722
Rps13,1.633566651
Rps14,1.468700013
Rps15,1.401866644
Rps15a,1.191799997
Rps16,1.660866655
Rps17,1.373699981
Rps19;Rps19-ps13;Rps19-ps1,1.53126664
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,1.099430008
Rps20,1.475899988
Rps21,0.850210019
Rps23,1.45657668
Rps25,1.532166674
Rps26,0
Rps27a,0
Rps27l,2.080400285
Rps28,1.635500038
Rps3,1.512199983
Rps4x;Rps4y2,1.468233359
Rps5,1.42479998
Rps6,0
Rps6ka1,1.443866545
Rps7;Gm9493,1.389100037
Rps8;Gm11353,0.370699995
Rps9,0.746600044
Rpsa-ps10;Rpsa,1.020913326
Rptor,0
Rraga;Rragb,0.953593338
Rragc,0.653149978
Rras,1.094133339
Rrbp1,1.004093327
Rsad2,1.449553352
Rsu1,1.614866694
Rtn1,0.830366675
Rtn4,1.308026853
Rtn4Q8BH78;Q8BHF5;Q99P72-1,1.066036652
Rufy1,2.057766736
Rufy2,1.592566632
Ruvbl1,0
S100a10,2.834033392
S100a11;Gm7665,1.504566634
S100a13,1.748600022
S100a4,1.350166671
S100a6,1.174603345
Saa3,1.476233045
Sacm1l,0.752699999
Samm50,0.857626677
Sar1a,1.39464688
Sarnp,1.258133305
Sash3,0.737563348
Scamp1,1.001250013
Scamp2,1.425699975
Scamp3,1.107433284
Scamp4,0.760699993
Scarb1,1.038603347
Scarb2,0.609170041
Scfd1,0.665709996
Scp2,0.706616671
Scpep1,0.809819995
Scyl2,1.595899985
Scyl2Q8CFE4,1.711633368
Sdc4,0
Sdcbp,0.993259986
Sdf2l1,1.118833333
Sdha,0.924969983
Sdhb,0.950523314
Sec11a,0.728399992
Sec13,0
Sec16a,0
Sec22b,0.894916682
Sec23b,1.02392334
Sec24b,0.828433335
Sec24c,0.855066676
Sec31a,0
Sec61a1;Sec61a2,0.977390007
Sec62,0
Sel1l,0
Sema4d,0.790000016
Serbp1,1.093029998
Serinc1,0.699940001
Serinc3,1.043549995
Serpinb6a;Serpinb6,0.784050013
Serpinc1,0
Sf1,1.955232819
Sf3b4,0.218643323
Sfn,0
Sfpq,1.002433346
Sft2d2,0
Sfxn1,0.430923342
Sfxn3,0.309409993
Sgpl1,0.704126664
Sh3bgrl3,1.251906686
Sh3bp1,0.811560003
Sh3bp2,0.314439991
Sh3gl1,0.85409667
Sh3glb1,1.300500057
Sh3glb2,0.469833341
Sh3kbp1,0
Sh3pxd2b,1.256973343
Shmt2,0.935816675
Siae,0.856329992
Sidt2,0.963536632
Siglec1,2.009699916
Sigmar1,2.01094971
Sipa1,0
Sirpa,1.356700103
SirpaE0CYM8;P97797;E9QPT7;P97797-3,1.911299905
Sirt2,2.324433216
Skap2,0.997553304
Skp1,0.872960008
Slc11a1,0.654923339
Slc12a4,1.36976665
Slc12a6,1.19549994
Slc12a7,1.771599749
Slc12a9,0.668330003
Slc15a3,0.589523345
Slc15a4,0.498119943
Slc16a1,1.406200009
Slc16a10,0.573503321
Slc16a3,1.802333256
Slc17a5,0.492216587
Slc1a5,0.912799976
Slc23a2,2.449433728
Slc25a1,1.011893328
Slc25a10,0
Slc25a11,0.835660019
Slc25a12,0.485466685
Slc25a13,0.745506651
Slc25a24,0.892059996
Slc25a3,0.796300014
Slc25a4,0.80969999
Slc25a5,0.870203379
Slc26a11,0.464209915
Slc29a3,0.660449996
Slc2a1,2.129499685
Slc2a6,0.671393356
Slc2a8,0.69016998
Slc30a7,0.317070007
Slc31a1,0.584586705
Slc36a1,0
Slc37a2,0.52018002
Slc38a2,1.149599964
Slc38a7,0.553599993
Slc38a9,0.570510005
Slc3a2,2.055699691
Slc43a2,1.999000231
Slc44a2,1.681066698
Slc46a3,0
Slc48a1,0.349833329
Slc4a2,2.534700377
Slc4a7,0
Slc6a6,2.032000066
Slc7a1,0
Slc7a5,2.129366633
Slc7a8,1.53433305
Slc9a6,1.994599735
Slc9a9,1.046826647
Slco4a1,1.852566413
Smap1,1.111069962
Smap2,1.139283325
Smarca5,0.276856673
Smarcc2,0
Smc1a,0
Smc2,0
Smpd1,0.821586654
Smpdl3a,0.625479994
Smpdl3b,1.184699974
Snap23,1.669300091
Snap29,0.528580009
Snapin,0.248116675
Snd1,1.523423279
Snf8,0
Snrpa;Gm5145,0
Snrpc,0
Snrpd3,0.254306669
Snrpn;Snrpb,0.529803336
Sntb2,1.706666701
Snx1,0.842896683
Snx11,0.580673318
Snx12,1.47363331
Snx16,1.609000063
Snx17,1.59076668
Snx2,1.073920021
Snx20,1.169999828
Snx27,1.895866543
Snx29,1.319733072
Snx3,1.59680003
Snx30,1.064900398
Snx4,2.307333349
Snx5,0.896723332
Snx6,0.693006692
Snx8,2.04946687
Sod1,0.598616716
Sod2,0.737009995
Spag7,0.361993289
Spcs2,0.848283324
Spcs3,1.027630014
Spe39,1.361300003
Specc1,1.030450026
Spg20,0.864149989
Spg21,0.935529999
Sphk2,0.794276654
Spn,2.450066568
Spns1,0.797846669
Sppl2a,0.636369972
Spryd7;6330409N04Rik,1.264440001
Sptbn1,0.632406677
Sptlc2,0.558200027
Sqrdl,0.831129999
Sqstm1,0.915853322
Sri,1.238266661
Srp14,0.385566683
Srp19,0.991600222
Srp54;Srp54c,0.770390018
Srp68,2.096999584
Srp9,0.89866698
Srsf3;Gm12355,0.417133331
Ssr1,1.027349963
Ssr3,0.909993295
Ssr4,1.063350012
Ssrp1,1.136423287
St13,1.21982331
St3gal1,0.421133311
Stab1,1.46463334
Stam,1.20543331
Stam2,1.611666862
Stambpl1,0
Stard3,0.794253343
Stard3nl,0.636823328
Stat1,1.166166669
Steap3,1.580266692
Stk11ip,0.626126667
Stk24;Mst4;2610018G03Rik;Stk25,0.598226661
Stk3,0.447266652
Stk38,0.342433333
Stmn1,0.539366678
Stmn2,0
Stom,0.766310004
Strn,0.348566653
Sts,0.423680024
Stt3a,0.975436646
Stx11,0.540433346
Stx12,1.136536667
Stx16,0
Stx17,0.998316621
Stx2,1.150263376
Stx3,1.076636678
Stx4,1.988400022
Stx5;Stx5a,0
Stx6,1.320183114
Stx7,0.922413328
Stx8,0.794036671
Stxbp1,1.572300005
Stxbp2,1.565133329
Stxbp3,1.942300153
Stxbp5,0.918803339
Sub1,0.519050005
Sucla2,0.411933339
Suclg1,0.94654002
Sugp1,2.21240026
Sumo2;Sumo3,0.505350029
Sun2,0.542726687
Surf4,0.659396656
Swap70,0
Syk,0.916576635
Syncrip,1.332000048
Syngr1,0.852569993
Syngr2,0.839213357
Synrg,0.952433379
Sypl1;Sypl,1.040719998
Tagln2,1.40397669
Taok3,1.369000029
Tap1,0.837923327
Tap2,0.864323332
Tapbp,0.886486647
Tardbp,1.301629949
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.757143328
Tbl1x,1.15389981
Tbxas1,0.368199992
Tceb1,0.340833347
Tceb2,0.469466689
Tcirg1,0.604753333
Tcof1,0.206730019
Tcp1,1.012599996
Tdrd7,0.829366971
Tecpr1,0
Tecr,0.880386673
Tes,0.796753341
Tex264,0
Tfe3,0.675513341
Tfrc,1.249366636
Tgfbi,0.457933337
Tgm2,0
Themis2,0.556683306
Thrap3,1.200756669
Timm44,0.827503357
Timm50,0
Timm9,0
Tkt,1.44106332
Tln1,1.284799982
Tlr13,0.572013272
Tlr2,1.412733335
Tlr3,0.566393375
Tlr7,0.560516613
Tlr8,0.667343342
Tlr9,0.468836741
Tm7sf3,0.739209993
Tm9sf1,0.924403338
Tm9sf2,0.713146663
Tm9sf3,0.748269957
Tm9sf4,0.619463348
Tmco1,0.324886659
Tmed10,0.85234667
Tmed2,0.902523343
Tmed4,0.836759986
Tmed5,0.309543335
Tmed7,0.829366695
Tmed9,0.822229992
Tmem104,0.584656648
Tmem106a,0.717889991
Tmem106b,0.915726652
Tmem106c,0.757833333
Tmem109,0.698306645
Tmem120a,0
Tmem144,0
Tmem14c,0.599523339
Tmem165,0.208926659
Tmem173,0
Tmem175,0.690736677
Tmem176b,0
Tmem179b,0.92973998
Tmem192,0.561220004
Tmem206,1.814399968
Tmem30a,0.78226668
Tmem43,0.973019976
Tmem55a,0.695629991
Tmem55b,0.659660025
Tmem63a,0.768060015
Tmem87a,0.73835998
Tmem9b,0.950536682
Tmpo,0.992939991
Tmsb4x,1.314066637
Tmx1,0.865113343
Tmx2,0
Tmx3,0.73253332
Tmx4,0.232463336
Tnf,0
Tnfaip2,0
Tnfaip8l2,0
Tnfrsf23,0.170613333
Tns1,0.313963334
Tollip,0.710276694
Tom1,0.435353281
Tomm40,0.709189995
Tomm70a,0
Top2a,0.600513323
Tor1aip1,0.877783357
Tor1aip2,0.192136657
Tor3a,0.252216663
Tpcn1,0.97919331
Tpcn2,0.625523335
Tpd52,0.928606648
Tpd52l2,1.024906685
Tpi1,1.282766641
Tpm3-rs7;Tpm3,1.179886654
Tpm4,0.359766684
Tpp1,0.81109333
Tpt1,0.331653337
Trafd1,0
Trem2,1.149963284
Trex1,0.917166667
Trim14,0.944463331
Trim21,0
Trim28,0
Trpv2,2.301233252
Tsen34,0
Tsg101,0.800306683
Tspan14,0.708230018
Tspan31,1.284499985
Ttc35,0.40573335
Ttk,0.964819907
Ttn,1.182433316
Ttyh2,0
Ttyh3,0.626070012
Tuba1a;Tuba3a,0.327723324
Tuba1b,1.212899998
Tuba4a,0.89039001
Tubb4b,1.255633311
Tubb5,1.306233322
Txn,1.037583361
Txndc12,0.770716676
Txndc5,0.978183299
Tyrobp,1.855433128
Uba1,0.472733333
Ubap2,0
Ubap2l,1.159133359
Ube2d3;Ube2d2,0.466300021
Ube2l3,0.908023329
Ube2n,1.2259099
Ubl3,0.290679997
Ubl5;Gm2001,0.304053331
Ubtf,0.264946652
Ubxn4,0
Ufd1l,0.69754334
Ufm1,0.951866675
Uggt1,0.968189967
Ugt1a7c,0.949956684
Unc13d,0.199023321
Unc93b1,0.540213361
Upf1,0.295673325
Uqcrb,0.753833316
Uqcrc1,0.757209984
Uqcrc2,0.935793307
Uqcrfs1,0.675006684
Uqcrh,0.497213338
Usmg5,1.237966707
Usp12;Usp46,0
Uvrag,1.009526674
Vac14,0.885666625
Vamp3,1.116766642
Vamp4,0.481603319
Vamp7,0.910436667
Vamp8,0.712853333
Vapa,0.77211998
Vapb,0.693540003
Vasp,1.148356688
Vat1,1.079373292
Vcp,0.982603323
Vdac1,0.718296663
Vdac2,0.638550006
Vdac3,0.690806664
Vim,1.413676673
Vmp1,0
Vps11,1.346600037
Vps13c,0.854723339
Vps13d,0.133223316
Vps16,1.250209959
Vps18,1.160126642
Vps26a,1.480133316
Vps26b,1.757633166
Vps28,1.063649988
Vps29,1.408666647
Vps33a,1.189436655
Vps33b,1.426799979
Vps35,1.555633341
Vps37b,0.671140022
Vps37c,1.225416631
Vps39,1.276266725
Vps41,1.276433369
Vps45,1.532416864
Vps4a,0.361366682
Vps4b,1.075403332
Vta1,0.935619992
Vti1a,0.970416665
Vti1b,0.644646671
Vwa5a,0.967180002
Was,1.18256663
Wasf2,0.65461331
Wash1,1.297673315
Wbp11,0.785899977
Wdfy2,1.195166678
Wdfy4,0.776833334
Wdr1,1.470266679
Wdr41,0
Wdr45l,0.931069984
Wdr5,0.944786658
Wdr7,0.931256675
Wdr70,0
Wdr81,1.11209999
Wdr91,1.147000016
Wipf1,1.167113333
Wnk1,1.482133385
Wwp1,0.722240023
Wwp2,0.559883347
Yipf3,0.453100001
Ykt6,1.044299865
Ythdf3;Ythdf1,0.991266681
Ywhab,1.180923342
Ywhae,1.182433323
Ywhag,1.289100045
Ywhah,1.092033366
Ywhaq,1.081520035
Ywhaz,1.244333328
Zadh2,0.12349337
Zc3hav1,1.030923325
Zdhhc20,0.194700001
Zfand2a,0.631236671
Zfyve19,0
Zmiz1,0.534833337
Zmpste24,0.722016673
Znf703,0.862129992
Znrf1,1.032513322
Znrf2,0
Zyx,0
0,0.81699332
Q9DAM7,0.613676693
Q8K039;D3YWR8,0.940429991
Q9D735,0
Q9D6W8,0
Q9D0B6;Q9D0B6-2,0.986116658
Q8CAQ8-3;Q3TZK4;E9PVS5,1.672666638
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.205506647
Q3TYS2,0.707536652
P17047-3,0
Q5F285,0.138723345
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0.440400008
Q9ES97-3,0.347249987
Q8VE96;D6RHL1,1.543566623
Q8C708,0.412653336
Q8K1J5,1.603999998
P10404,0
Q8R239;Q8R239-3;Q8R239-2,0.930299987