Gene names,2015 Dill Mannan Early
Lrpprc,0
Lrrc25,2.013800135
Lrrc57,0.678126673
Lrrc59,0.944576689
Lrrc8c,0.430099989
Lsp1,1.599000009
Lss,0.504799994
Ly86,0.601443344
Ly9,1.654666659
Lyn,1.739066677
Lypla2,0.420699993
Lyz1,0.686693311
Lyz2,0.72721663
M6pr,1.134676691
Macf1,0.970890014
Magt1,0.359799977
Man1a1,0.809013356
Man1c1,0
Man2a1,0.852333311
Man2b1,0.79521668
Man2b2,0.812656637
Manba,0.748189982
ManbaQ8K2I4,0.724456667
Manf,0.858986657
Map1s,0
Map2k1;Map2k2,0.627133329
Map2k4,0
Map3k11,0.938176683
Map4;Mtap4,1.005206682
Mapre1,0.515366663
Marc2;Mosc2,0
Marcks,0.59687667
Marcksl1,0.57367664
Mark2,0.672220012
Matr3,1.158433363
Mavs,0
Mboat7,0.270970011
Mbp,1.130253322
Mcl1,0.757600015
Mcoln1,0.501043316
Mcoln2,0.204530003
Mdh1,0
Mdh2,0.673456641
Me2,0
Mef2bnb;2310045N01Rik,0
Mesdc2,0
Mettl3,0
Mettl7a1;Mettl7a2-Higd1c;Ubie;Mettl7a2;Mettl7a3;AB099516,0.751163359
Mfge8,1.211246679
Mfsd1,0.698060015
Mfsd12,0.614363352
Mfsd7,0.16579662
Mfsd8,0.47215669
Mgat1,0.476766674
Mgp,0.337733349
Mia3,0.753683352
Mic1,0.789999996
Milr1,1.888166641
Mki67,0.679000007
Mlec,0.813989978
Mlst8,0
Mob1b;Mob1a,0.719439974
Mob4,1.086193341
Mon1a,0.831939984
Mon1b,0.767589981
Mpdu1,0.204126671
Mpeg1,0.546369974
Mpo,0.632729958
Mpp1,1.106900023
Mrc1,1.064249988
Ms4a4c,0.691019971
Msn,1.849400084
Msr1,1.393166613
Msra,0
Mtatp8;mt-Atp8,0.316973329
Mtch2,1.069313348
Mtco1;mt-Co1,0.557593308
Mtco2;mt-Co2,0.850556658
Mtdh,0.232729984
Mtss1,1.241266678
Mvp,0.779139997
Myadm,1.53240001
Myh14,1.33186001
Myh9,1.304996669
Myl12a;Myl12b;Myl9,1.702133076
Myl3;Myl1,1.459423199
Myl6,1.438300002
Myo1c,0.964066672
Myo1e,0.949920015
Myo1f,1.177010012
Myo1g,1.570666618
Myo5a,1.345000029
Myof,1.235366674
Naaa,0.583936674
Naca,1.009709989
Naga,0.967326647
Naglu,0.684390005
Nagpa,0.942496669
Nap1l1,0.815133353
Napa,1.100699988
Napg,0.914469972
Napsa,0.759406663
Nceh1,0.904736659
Ncf1,0.735733331
Ncf2,0.865960001
Nckap1l,1.210933328
Ncl,1.35803326
Ncoa3,0.651893338
Ncor1,0.915859997
Ncstn,0.85094999
Nde1;Ndel1,0.166146695
Ndufa10,0
Ndufa4,0.656533316
Ndufa6,0.371733342
Ndufc2,0.337533315
Ndufs1,0.453119993
Ndufs2,0
Ndufs3,0
Ndufv1,0
Ndufv2,0.170936667
Neb,0.699173331
Necap2,1.382300034
Nek2,1.216749972
Neu1,0.744739995
Nfam1,0.54759998
Nfatc2ip,0.473226674
Nhlrc3,0.933933344
Nhp2l1,0.423300002
Nhsl2,0.315146665
Nin,0.586300015
Nipsnap3b,0.206176656
Nisch,0.704266663
Nmt1;Nmt2,0
Nob1,1.005143354
Nomo1,0.558166676
Nono,1.212600019
Npc1,0.635813343
Npc2,0.809513319
Npm1,1.954099983
Nptn,1.377133331
Nrp1,1.725533302
Nrp2,1.515566672
Nsdhl,0.938046685
Nsf,0.947710005
Nucb1,0.926646705
Nucb2,0.893636636
Nudc,1.064456664
Numa1,1.035916687
Numb,0.591986667
Numbl,0.761033329
Nup54,1.01053334
Nup62,1.382910136
Nutf2,0
Oas1a;Oas1g,0.873103342
Oas3,1.437533363
Oat,0.870790006
Ogdh,0.683586671
ORF3,0
Osbp,0.374463318
Osbpl11,0.744416676
Osbpl1a,0.954259992
Osbpl6,0
Osbpl8,1.036386641
Osbpl9,0.771206671
Ostf1,1.060376669
Ostm1,0.753579996
Otud7a,0.107499995
Oxct1,0.508126675
P2rx4,0.487339951
P2rx7,1.435243608
P33monox;4833439L19Rik,0
P4hb,0.886739983
Pa2g4,1.411799971
Pabpc1;Pabpc6,1.041633328
Paics,1.62666646
Paip1,0.270576678
Pak2,1.248333463
Parp1,0.891596671
Parp14,0.31082333
Pcbp1,1.454973166
Pcbp2;Pcbp3,0.884699977
Pcdhb2,0
Pck2,0.848606689
Pcmt1,0.361066656
Pcna,1.309933353
Pcnp,0.982916684
Pcyox1,0.77510331
Pcyox1l,0.271663322
Pcyt1a,0.907760012
Pdcd6,1.029733316
Pdcd6ip,1.036886682
Pdha1,0.595563287
Pdhb,0.140399967
Pdia3,0.837456684
Pdia4,0.841486644
Pdia6,0.888016658
Pdlim2,1.162266689
Pdlim5,0.93452664
Pdxk,0.281996664
Pef1,1.115866661
Pepd,0.237586653
Pex14,0.254630016
Pf4,1.019540019
Pfkp,0.572250009
Pfn1,1.077533319
Pgam1,0.984693328
Pgd,0.913549996
Pgk1,0.885623352
Pgrmc1,0.77309663
Pgrmc2,1.118840002
Phb,0.711360007
Phb2,0.73739332
Pi4k2a,0.870786673
Pi4ka,0
Pid1,1.497300008
Pigs,0.325913331
Pigt,0
Pik3ap1,1.020526692
Pik3c3,1.077666672
Pik3cg,0
Pik3r4,1.12719995
Pion,0.61764334
Pip4k2a,1.112500008
Pip4k2b,0
Pitpna,0.811479997
Pkm2,1.203700031
Pkn1,0.982146635
Pla2g15,0.735183336
Pla2g7,0.710376647
Plau,0.899646672
Plaur,2.051366485
Plbd1,0.870613311
Plbd2,0.94642666
Pld1,0.712913357
Pld3,1.033826664
Pld4,0.951023323
Plec,0.994153337
Plek,1.532366651
Plekha1,0.100650029
Plekho1,0.963643365
Plekho2,0.806196648
Plod1,0
Plod3,0
Plscr3,0.22681999
Pltp,0.879779994
Plxdc1,0.90896666
Plxna1,1.60073334
Plxnb2,1.56956667
Pnp,1.185763338
Pon2,0.218479996
Pon3,0.85151999
Por,0.860113325
Ppia,1.146833326
Ppib,0.902273326
Ppm1h,0.649950012
Ppp1ca,0.804853347
Ppp1cb,0.706833317
Ppp1cc,1.307633335
Ppp1r12a,0.851866656
Ppp1r12c,1.14653998
Ppp1r18,0.682173334
Ppp2ca;Ppp2cb,1.178333371
Ppp2r1a,1.019966683
Ppt1,0.683503361
Ppt2,0.585316669
Pqbp1,0
Prcc,1.082973324
Prcp,0.754889981
Prdx1,1.231170049
Prdx2,1.164263336
Prdx3,0.474763356
Prdx4,0.955796666
Prdx5,0.765263323
Prkacb,0.793750016
Prkar1a,0.613080026
Prkca,0
Prkcd,1.718333269
Prkcsh,0.826333314
Prpf19,0
Prpf31,0.098993355
Prpf40a,0.921503326
Prrc2c,1.236393466
Psap,0.47806668
Psen1,0.894333333
Psen2,0.890390017
Psma1,1.072229999
Psma4,0.310123316
Psma6,0
Psma7,1.126800011
Psmb1,1.261533334
Psmb10,0.992426673
Psmb3;Gm5356,0.347800017
Psmb8,0.405266659
Psme1,0
Pstpip1,0.639283311
Ptbp1,1.752999982
Ptgs1,0
Ptp4a2,1.213400022
ptplad1,0.350266656
Ptpn1,0.767363316
Ptpn23,0.797876643
Ptpn6,1.194700052
Ptpn9,0.287493332
Ptpra,1.664733342
Ptprc,1.90359995
Ptpre,0.960770007
Ptprj,1.339266643
Ptpro,0.48900001
Ptrh2,0.341899991
Pttg1ip,0.74050668
Pxk,0
Pzp;A2m,0.706016652
Qki,0.986989994
Rab10,1.149066679
Rab11a,0.150483321
Rab11b;Rab11a,1.10987996
Rab11fip5,0.911446667
Rab12,1.285033345
Rab13,0.908333286
Rab14,1.599133227
Rab18,0.997506686
Rab19,0.188326697
Rab1A;Rab1,0.850896655
Rab1b,0.787003317
Rab21,0.951483329
Rab22a,1.344433284
Rab23,0.618336651
Rab27a,1.198506668
Rab2a,1.08896668
Rab31,1.149133305
Rab32,0.787350003
Rab33b,0
Rab34,0.944840014
Rab35,1.250200048
Rab39a,1.245979981
Rab3a,0.33044666
Rab3d,0.731606653
Rab4b,0.965296666
Rab5a,1.053299991
Rab5b,1.021786659
Rab5c,0.978246689
Rab6a,1.072746641
Rab6a;Rab6b,0.723606659
Rab7a,1.090956683
Rab7b;5430435G22Rik,0.772906662
Rab7l1,0.724749994
Rab8a,1.105533327
Rab8b,1.021666645
Rab9a;Rab9,1.066476652
Rabl3,0.586570019
Rac1;Rac3,1.409833374
Rac2,1.480233391
Rala,1.191766645
Ralb,1.258899986
Raly;C130057N11Rik,0.923656647
Ran;1700009N14Rik,1.224020025
Ranbp1,0.28398334
Ranbp2,0
Rangap1,0
Rap1a,1.026503305
Rap1b,1.152066684
Rap2a,0.924079964
Rap2b,1.023526639
Rap2c,1.26749998
Rasa3,0
Rasa4,0.262409999
Rassf4,0
Raver1,0
Rbbp4,0.924766709
Rbm25,0.872086695
Rbm3,0.393333317
Rbmx;Rbmxl1,1.167279993
Rbp4,0.9975667
Rcc1,0.901916678
Rcn2,0.610153328
Rcor1,0.747166667
Rdh11,1.09917668
Rdh14,0.227623324
Rdx,1.147203334
Reep5,0.803676663
Rer1,0.446106634
Rftn1,1.681399992
Rgs1,0.387500023
Rgs10,1.182566536
Rgs18,1.093436615
Rgs19,1.112999967
Rgs3,0.425233334
Rhbdf2,0.215673331
Rhoa;Rhoc,1.527933377
Rhob,0.569450005
Rhog,1.123399971
Ripk1,1.473933346
Ripk3,1.453066658
Rit1,0
Rnaset2,0.957359985
Rnd1,0
Rnd3,0
Rnf128,0.865633338
Rnf13,0.78007335
Rnf213,0.996859997
Rnh1,0.987866661
Rock1,1.018220028
Rock2,0.993966659
Rod1;Ptbp3,0
Ros1,0
Rp2,1.069129986
Rpl10;Rpl10l,1.081296638
Rpl10a,1.375299999
Rpl12;Rpl12-ps1,1.514766659
Rpl13;Rpl13-ps3,1.37823332
Rpl14,1.608033452
Rpl17,1.432656855
Rpl21;Gm9104;Rpl21-ps6,0.541300002
Rpl22,1.573933309
Rpl22l1,1.842333341
Rpl23,1.490533367
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,1.752166452
Rpl24,0
Rpl26,2.051632987
Rpl27,0
Rpl28,1.315766686
Rpl3,1.166200003
Rpl30,1.402066684
Rpl31;Gm16382,1.577866617
Rpl34;Gm2178,1.185806674
Rpl35a,1.713099965
Rpl37a,1.377146662
Rpl38,1.392033285
Rpl4,0
Rpl5,1.573233247
Rpl6;Gm5428,0.96757332
Rpl8,0.578333348
Rpl9;Rpl9-ps6,1.355989999
Rplp0;Gm8730,1.59946663
Rplp1;Gm10073,1.728399927
Rplp2,1.689166637
Rpn1,0.816380012
Rpn2,0.94859332
Rprd2,0.602399982
Rps10,1.632533546
Rps11,1.584776544
Rps12,1.723933249
Rps13,1.329899947
Rps14,1.27276669
Rps15,1.094563293
Rps15a,1.071153302
Rps16,1.624933344
Rps17,1.219666649
Rps19;Rps19-ps13;Rps19-ps1,1.365466684
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,1.480266616
Rps20,1.265700016
Rps21,0.814196672
Rps23,1.658033187
Rps25,1.347633354
Rps26,0
Rps27a,0.525766672
Rps27l,1.831533309
Rps28,1.392766677
Rps3,1.491700032
Rps4x;Rps4y2,1.396233303
Rps5,1.328366699
Rps6,0.338966647
Rps6ka1,1.027429977
Rps7;Gm9493,1.281199975
Rps8;Gm11353,0.572933301
Rps9,0
Rpsa-ps10;Rpsa,1.602400012
Rptor,0
Rraga;Rragb,1.167400005
Rragc,0.563859945
Rras,1.011656673
Rrbp1,0.909246663
Rsad2,1.273146701
Rsu1,1.454066621
Rtn1,0.613603276
Rtn4,1.340613402
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.901740014
Rufy1,1.469766645
Rufy2,0.792603352
Ruvbl1,0.698123343
S100a10,2.040033338
S100a11;Gm7665,1.678133475
S100a13,0
S100a4,1.261633367
S100a6,1.225180021
Saa3,2.671033655
Sacm1l,0.86075001
Samm50,0.451360003
Sar1a,1.28559639
Sarnp,1.100413304
Sash3,0.794190015
Scamp1,0.904350004
Scamp2,1.033839994
Scamp3,0.819346663
Scamp4,1.022003315
Scarb1,1.115599987
Scarb2,0.639966663
Scfd1,0.968616704
Scp2,0.782156662
Scpep1,0.890313327
Scyl2,1.267499999
Scyl2Q8CFE4,1.00278331
Sdc4,0.282913318
Sdcbp,1.363066664
Sdf2l1,0.745663323
Sdha,0.754676646
Sdhb,0.655946645
Sec11a,0.853113343
Sec13,0
Sec16a,0
Sec22b,0.805936645
Sec23b,1.374966646
Sec24b,0.630033348
Sec24c,0.637056694
Sec31a,0
Sec61a1;Sec61a2,0.894900007
Sec62,0
Sel1l,0
Sema4d,0.527133359
Serbp1,1.375900049
Serinc1,0.923653331
Serinc3,0.74913336
Serpinb6a;Serpinb6,0.720323349
Serpinc1,0.942899883
Sf1,0.883483323
Sf3b4,0
Sfn,0.395299983
Sfpq,1.354920032
Sft2d2,0
Sfxn1,0.719139997
Sfxn3,0.407176684
Sgpl1,0.728560008
Sh3bgrl3,1.142199999
Sh3bp1,0.860923322
Sh3bp2,0
Sh3gl1,0.915006661
Sh3glb1,1.096233284
Sh3glb2,0.262546651
Sh3kbp1,0.344066661
Sh3pxd2b,1.275933323
Shmt2,0.654013311
Siae,0.91995332
Sidt2,0.74574002
Siglec1,1.385333328
Sigmar1,0.959056671
Sipa1,0
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,1.614766643
Sirt2,2.160366685
Skap2,1.147933328
Skp1,0.995650019
Slc11a1,0.489699999
Slc12a4,1.087816633
Slc12a6,0
Slc12a7,1.178856646
Slc12a9,0.649380011
Slc15a3,0.460499949
Slc15a4,0.531436666
Slc16a1,1.219766738
Slc16a10,0.82355667
Slc16a3,1.544100043
Slc17a5,0.494789997
Slc1a5,1.216233319
Slc23a2,1.829733302
Slc25a1,0.869973319
Slc25a10,0.449433322
Slc25a11,0.901856648
Slc25a12,0.69738668
Slc25a13,0.739839981
Slc25a24,0.748416658
Slc25a3,0.650469993
Slc25a4,0.585796672
Slc25a5,0.720526655
Slc26a11,0.439280012
Slc29a3,0.712836655
Slc2a1,2.017266701
Slc2a6,0.755146661
Slc2a8,0.694869999
Slc30a7,0.328353325
Slc31a1,0.599753321
Slc36a1,0
Slc37a2,0.641319987
Slc38a2,1.127866645
Slc38a7,0.57892001
Slc38a9,0.558326674
Slc3a2,1.657899964
Slc43a2,1.309233346
Slc44a2,1.379266676
Slc46a3,0
Slc48a1,0
Slc4a2,1.790200131
Slc4a7,0
Slc6a6,1.625399967
Slc7a1,0
Slc7a5,1.205933351
Slc7a8,1.348900013
Slc9a6,1.007200022
Slc9a9,0.813943341
Slco4a1,1.443099936
Smap1,1.133500032
Smap2,1.602646833
Smarca5,1.084133309
Smarcc2,0.532833354
Smc1a,0.154123365
Smc2,0
Smpd1,0.837576696
Smpdl3a,0.805559961
Smpdl3b,1.088466676
Snap23,1.486566658
Snap29,0.577433333
Snapin,0
Snd1,1.185140006
Snf8,0
Snrpa;Gm5145,0.22042334
Snrpc,0.608523324
Snrpd3,0.566323391
Snrpn;Snrpb,1.130653316
Sntb2,0.461399997
Snx1,0.91286668
Snx11,0.822239988
Snx12,1.293966645
Snx16,1.304999989
Snx17,1.364966662
Snx2,0.907713341
Snx20,0.565999977
Snx27,1.387599995
Snx29,1.300713317
Snx3,1.453233359
Snx30,0
Snx4,0.89376669
Snx5,0.973873331
Snx6,0.280939989
Snx8,1.878999994
Sod1,0.723029965
Sod2,0.526179958
Spag7,0.796369983
Spcs2,1.159576693
Spcs3,0.496040011
Spe39,1.249666666
Specc1,1.033476653
Spg20,0.940940005
Spg21,0.919753339
Sphk2,1.135066667
Spn,1.620300021
Spns1,0.772026646
Sppl2a,0.691703337
Spryd7;6330409N04Rik,1.179136663
Sptbn1,0.764316664
Sptlc2,0.644786676
Sqrdl,0.605786669
Sqstm1,1.181210031
Sri,0.995310037
Srp14,0.371266693
Srp19,0
Srp54;Srp54c,0.748843333
Srp68,0.944926651
Srp9,0.466566684
Srsf3;Gm12355,0.888919995
Ssr1,0.888593335
Ssr3,0.505046658
Ssr4,0.990996669
Ssrp1,0.957736641
St13,0.926466677
St3gal1,0
Stab1,0.992026691
Stam,0
Stam2,0.272636665
Stambpl1,0
Stard3,1.002053349
Stard3nl,0.76871665
Stat1,1.126630018
Steap3,1.464566651
Stk11ip,0.75642668
Stk24;Mst4;2610018G03Rik;Stk25,1.45925004
Stk3,0
Stk38,0.887583307
Stmn1,0.877636675
Stmn2,0.220696675
Stom,0.780176672
Strn,0.632516642
Sts,0
Stt3a,0.840656666
Stx11,0.554066674
Stx12,0.986159999
Stx16,0
Stx17,1.10693334
Stx2,1.264500022
Stx3,1.137399962
Stx4,1.638733316
Stx5;Stx5a,0
Stx6,0.73754997
Stx7,0.922596658
Stx8,0.811546673
Stxbp1,1.619899999
Stxbp2,1.356833319
Stxbp3,1.502599975
Stxbp5,1.015583304
Sub1,0.886756667
Sucla2,0.233336677
Suclg1,0.261919994
Sugp1,0.554799945
Sumo2;Sumo3,0.70619331
Sun2,0.878763322
Surf4,0.917913336
Swap70,0
Syk,0.664189975
Syncrip,1.358866666
Syngr1,0.682696648
Syngr2,0.285502329
Synrg,1.488266662
Sypl1;Sypl,0.838146677
Tagln2,1.54916645
Taok3,1.044266663
Tap1,0.773763347
Tap2,0.777930001
Tapbp,0.823483311
Tardbp,1.495766695
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.89605999
Tbl1x,0.657733311
Tbxas1,0
Tceb1,0.462866674
Tceb2,0.599383332
Tcirg1,0.662563346
Tcof1,0
Tcp1,1.004290039
Tdrd7,0.660283346
Tecpr1,0
Tecr,0.97665665
Tes,0.700276667
Tex264,0.245399991
Tfe3,0.576296651
Tfrc,1.131179951
Tgfbi,0.375899994
Tgm2,0.251026678
Themis2,0.748613291
Thrap3,0.850176661
Timm44,1.162856661
Timm50,0.798903365
Timm9,0.701833318
Tkt,1.40556666
Tln1,1.277866675
Tlr13,0.688996654
Tlr2,1.228520036
Tlr3,0.580110022
Tlr7,0.636456682
Tlr8,0.73122999
Tlr9,0.538476643
Tm7sf3,0.842970006
Tm9sf1,0.981883346
Tm9sf2,1.038040004
Tm9sf3,0.850909969
Tm9sf4,0.853903338
Tmco1,0.976419993
Tmed10,0.888726683
Tmed2,0.922103318
Tmed4,0.763933312
Tmed5,0.59163335
Tmed7,0.826433337
Tmed9,0.935259992
Tmem104,0.57283336
Tmem106a,0.749129987
Tmem106b,0.83381333
Tmem106c,0.328733325
Tmem109,0.359019982
Tmem120a,0
Tmem144,0
Tmem14c,0.560463286
Tmem165,0.931366683
Tmem173,0
Tmem175,0.65381668
Tmem176b,0
Tmem179b,0.574750007
Tmem192,0.559123362
Tmem206,1.519733345
Tmem30a,0.649830005
Tmem43,0.933436663
Tmem55a,0.76278999
Tmem55b,0.699006646
Tmem63a,0.756146662
Tmem87a,0.808426656
Tmem9b,1.116433348
Tmpo,1.267579989
Tmsb4x,1.093089964
Tmx1,0.931013334
Tmx2,0
Tmx3,0.784756661
Tmx4,0.281953332
Tnf,0
Tnfaip2,0
Tnfaip8l2,0.294206658
Tnfrsf23,0.209680005
Tns1,0
Tollip,0.796403327
Tom1,0.981359976
Tomm40,0.448133299
Tomm70a,0
Top2a,0.773766674
Tor1aip1,1.021430009
Tor1aip2,0.225809987
Tor3a,0.30370667
Tpcn1,0.817779997
Tpcn2,0.777010008
Tpd52,0.889199982
Tpd52l2,1.00658667
Tpi1,1.107863322
Tpm3-rs7;Tpm3,1.270899961
Tpm4,1.046593352
Tpp1,0.827999975
Tpt1,0
Trafd1,0.593909997
Trem2,1.170376651
Trex1,0.89817331
Trim14,0.846546662
Trim21,0
Trim28,0.453566691
Trpv2,1.900099808
Tsen34,0
Tsg101,0.803226683
Tspan14,1.087560019
Tspan31,0
Ttc35,0.35073332
Ttk,0.355733316
Ttn,1.11885001
Ttyh2,0
Ttyh3,0.74799668
Tuba1a;Tuba3a,0.912406652
Tuba1b,1.026840023
Tuba4a,0
Tubb4b,1.095199976
Tubb5,1.216533363
Txn,1.032503374
Txndc12,0.725546667
Txndc5,0.924333337
Tyrobp,1.002956669
Uba1,0
Ubap2,0
Ubap2l,1.179453351
Ube2d3;Ube2d2,0.605656667
Ube2l3,0.954916672
Ube2n,1.325770027
Ubl3,0.783443304
Ubl5;Gm2001,0.539510014
Ubtf,0
Ubxn4,0
Ufd1l,0.997156706
Ufm1,0
Uggt1,0.871413343
Ugt1a7c,0.841436642
Unc13d,0.475693328
Unc93b1,0.584516629
Upf1,0
Uqcrb,0.638720035
Uqcrc1,0.620510002
Uqcrc2,0.675336656
Uqcrfs1,0.265596677
Uqcrh,0.758963326
Usmg5,0.968796653
Usp12;Usp46,0.363033327
Uvrag,1.183139991
Vac14,0.361299985
Vamp3,0.956416675
Vamp4,0.361666681
Vamp7,0.906056662
Vamp8,0.793139992
Vapa,0.742369991
Vapb,0.78068999
Vasp,1.109980043
Vat1,0.784073347
Vcp,0.834533325
Vdac1,0.559676663
Vdac2,0.525846653
Vdac3,0.54931
Vim,1.101166684
Vmp1,0
Vps11,1.026446682
Vps13c,0.801029996
Vps13d,0.532633324
Vps16,1.062500006
Vps18,1.050416679
Vps26a,1.178063294
Vps26b,1.303400047
Vps28,0.675060016
Vps29,1.06597666
Vps33a,1.099766649
Vps33b,1.288599966
Vps35,1.451200012
Vps37b,0.711943342
Vps37c,0.826163308
Vps39,1.070266671
Vps41,1.162700026
Vps45,1.321900005
Vps4a,0.347300013
Vps4b,1.051993335
Vta1,0.665603343
Vti1a,0.927143311
Vti1b,0.778279988
Vwa5a,0.72605335
Was,1.071440005
Wasf2,0.955176701
Wash1,1.006893336
Wbp11,0.291776662
Wdfy2,1.061266676
Wdfy4,1.381866649
Wdr1,1.111999981
Wdr41,0
Wdr45l,0.664316707
Wdr5,1.057403317
Wdr7,0.988129975
Wdr70,0
Wdr81,0.961796664
Wdr91,0.970436695
Wipf1,0.936533315
Wnk1,0.963250027
Wwp1,0.739690021
Wwp2,0.820096676
Yipf3,0
Ykt6,1.330929992
Ythdf3;Ythdf1,0.351699988
Ywhab,0.965273329
Ywhae,1.069899993
Ywhag,1.014246624
Ywhah,1.162633351
Ywhaq,0.504799995
Ywhaz,1.047033341
Zadh2,0.262796652
Zc3hav1,0.874536654
Zdhhc20,0.305706662
Zfand2a,0.217373323
Zfyve19,0
Zmiz1,0
Zmpste24,0.840859995
Znf703,0.837076693
Znrf1,0.702000021
Znrf2,0
Zyx,0
0,1.053306649
Q9DAM7,0.813333302
Q8K039;D3YWR8,0.693793335
Q9D735,0
Q9D6W8,0
Q9D0B6;Q9D0B6-2,0.704786647
Q8CAQ8-3;Q3TZK4;E9PVS5,1.567133318
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,0.888593326
Q3TYS2,0.806523337
P17047-3,0.131696645
Q5F285,0
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0.34673333
Q9ES97-3,0.554963309
Q8VE96;D6RHL1,0.877433382
Q8C708,0.692030003
Q8K1J5,1.67203351
P10404,0.19031334
Q8R239;Q8R239-3;Q8R239-2,0.313809991