Gene names,2015 Dill Mannan Late
Lrpap1,1.093766689
Lrpprc,0
Lrrc25,0.658073349
Lrrc57,1.457500022
Lrrc59,0.741156618
Lrrc8c,0
Lsp1,1.168306626
Lss,1.079163308
Ly86,1.813199916
Ly9,0.586166655
Lyn,0.60524661
Lypla2,0
Lyz1,0.903499991
Lyz2,1.063813312
M6pr,0.430556687
Macf1,0.723453325
Magt1,0
Man1a1,0.487043339
Man1c1,0
Man2a1,0.396033314
Man2b1,1.058570001
Man2b2,1.124460012
Manba,1.006196668
ManbaQ8K2I4,0.708543328
Manf,0.754496657
Map1s,0.376733335
Map2k1;Map2k2,1.328233329
Map2k4,0.746600008
Map3k11,0.173616672
Map4;Mtap4,0.781513336
Mapre1,1.772500152
Marc2;Mosc2,0.52251
Marcks,1.06313668
Marcksl1,0.990146682
Mark2,0
Matr3,0.563196678
Mavs,0
Mboat7,0.250990002
Mbp,1.056026665
Mcl1,0.834473334
Mcoln1,0.548376657
Mcoln2,0
Mdh1,0.798859986
Mdh2,0.511056643
Me2,0
Mef2bnb;2310045N01Rik,0.97296664
Mesdc2,0.180800002
Mettl3,0.53553334
Mettl7a1;Mettl7a2-Higd1c;Ubie;Mettl7a2;Mettl7a3;AB099516,0.673269987
Mfge8,1.090243336
Mfsd1,1.604999932
Mfsd12,1.14118332
Mfsd7,0
Mfsd8,1.325100041
Mgat1,0
Mgp,0
Mia3,0.726819994
Mic1,1.499366658
Milr1,0.539690059
Mki67,1.28944686
Mlec,1.122166656
Mlst8,0.947406581
Mob1b;Mob1a,0.734289981
Mob4,0.549666677
Mon1a,1.359099963
Mon1b,1.37679996
Mpdu1,0
Mpeg1,0.635813296
Mpo,0.886410023
Mpp1,1.199366652
Mrc1,0.425616605
Ms4a4c,0.529736677
Msn,0.793266669
Msr1,0.245106659
Msra,0.430333333
Mtatp8;mt-Atp8,0.611133342
Mtch2,0.435666684
Mtco1;mt-Co1,0.344779993
Mtco2;mt-Co2,0.934283311
Mtdh,0.566656671
Mtss1,0.482086678
Mvp,0.753253301
Myadm,1.217999955
Myh14,0.204250031
Myh9,0.552989956
Myl12a;Myl12b;Myl9,0.834133309
Myl3;Myl1,1.48837348
Myl6,1.219953317
Myo1c,0
Myo1e,0.701873343
Myo1f,1.099113299
Myo1g,0.748173337
Myo5a,0.616923362
Myof,0.359436598
Naaa,1.333500007
Naca,0.944003324
Naga,1.280449995
Naglu,0.96280001
Nagpa,0.569463323
Nap1l1,0
Napa,1.113376642
Napg,1.055176693
Napsa,1.552699998
Nceh1,1.103436701
Ncf1,0.607899978
Ncf2,0.350233315
Nckap1l,0.870780006
Ncl,0.399596638
Ncoa3,1.00538669
Ncor1,0.554450006
Ncstn,0.474906592
Nde1;Ndel1,1.229566734
Ndufa10,0.307996688
Ndufa4,0.721336656
Ndufa6,0.259473318
Ndufc2,0.538066652
Ndufs1,0.728756687
Ndufs2,0
Ndufs3,0
Ndufv1,0.809266701
Ndufv2,0
Neb,0.344283393
Necap2,1.017159977
Nek2,0.087636671
Neu1,1.037143361
Nfam1,0.340333344
Nfatc2ip,0
Nhlrc3,0.683653347
Nhp2l1,0.653866629
Nhsl2,0.405666676
Nin,0.306519996
Nipsnap3b,0
Nisch,0
Nmt1;Nmt2,0
Nob1,0.261303327
Nomo1,0
Nono,1.224499979
Npc1,1.37539998
Npc2,0.391353292
Npm1,0.63969335
Nptn,0.711610001
Nrp1,0.591159964
Nrp2,0.773643328
Nsdhl,0.942696683
Nsf,1.023550041
Nucb1,0.690363326
Nucb2,0.892626635
Nudc,0.540223339
Numa1,1.069016672
Numb,0.554433329
Numbl,1.014996664
Nup54,0.383633337
Nup62,0.72679999
Nutf2,0.228513341
Oas1a;Oas1g,0.694473364
Oas3,0.754966684
Oat,0.358976655
Ogdh,0.300363379
ORF3,0
Osbp,0.994626641
Osbpl11,1.564199989
Osbpl1a,0.717520059
Osbpl6,0.362879989
Osbpl8,0.569890038
Osbpl9,1.010846684
Ostf1,0.924276641
Ostm1,1.234766679
Otud7a,0.64865335
Oxct1,0.555756664
P2rx4,1.645233337
P2rx7,1.082249996
P33monox;4833439L19Rik,0
P4hb,0.909636688
Pa2g4,1.094340004
Pabpc1;Pabpc6,0.642689924
Paics,0.670849996
Paip1,0.678766674
Pak2,0.490709967
Parp1,0.918730005
Parp14,0
Pcbp1,1.162303289
Pcbp2;Pcbp3,0.399833317
Pcdhb2,0
Pck2,0.183196659
Pcmt1,0
Pcna,0.931710007
Pcnp,2.85373319
Pcyox1,1.301100002
Pcyox1l,0.837066714
Pcyt1a,0.30485001
Pdcd6,0.597356647
Pdcd6ip,0.918866648
Pdha1,0.309853335
Pdhb,0.571679959
Pdia3,0.975893339
Pdia4,0.918333328
Pdia6,0.84875666
Pdlim2,0.932040014
Pdlim5,1.314600031
Pdxk,0.328793326
Pef1,0.832499964
Pepd,0
Pex14,0.412499993
Pf4,1.743000055
Pfkp,0.538309995
Pfn1,1.081166649
Pgam1,1.035769995
Pgd,0.738093371
Pgk1,0.968109987
Pgrmc1,0.621806676
Pgrmc2,0.50627334
Phb,0.849126668
Phb2,0.918399985
Pi4k2a,1.278300031
Pi4ka,0
Pid1,0.784253329
Pigs,0.452633352
Pigt,0
Pik3ap1,0.645289963
Pik3c3,1.150783328
Pik3cg,0.650703329
Pik3r4,0.798783326
Pion,1.231433341
Pip4k2a,0.98105998
Pip4k2b,0
Pitpna,1.042356672
Pkm2,0.992896655
Pkn1,1.065909991
Pla2g15,0.556966664
Pla2g7,0.855910003
Plau,0.45214667
Plaur,0
Plbd1,1.150630027
Plbd2,1.030183339
Pld1,0.757523315
Pld3,0.966653338
Pld4,1.062336651
Plec,1.305333315
Plek,1.457829999
Plekha1,0
Plekho1,0.787993335
Plekho2,1.331866719
Plod1,0.321240007
Plod3,0
Plscr3,1.023700016
Pltp,1.214033343
Plxdc1,0.377233342
Plxna1,0
Plxnb2,0.566056676
Pnp,1.0365933
Pon2,1.321033366
Pon3,1.103766634
Por,1.049033315
Ppia,1.128699988
Ppib,0.968423338
Ppm1h,0.192949993
Ppp1ca,1.059793331
Ppp1cb,0
Ppp1cc,0.783353319
Ppp1r12a,0.619503343
Ppp1r12c,0.907663316
Ppp1r18,1.449566534
Ppp2ca;Ppp2cb,1.090593301
Ppp2r1a,0.872160027
Ppt1,1.557866667
Ppt2,0.472163357
Pqbp1,0.427666675
Prcc,1.045489985
Prcp,1.006309999
Prdx1,1.361900031
Prdx2,1.273033337
Prdx3,0.79973665
Prdx4,1.328833346
Prdx5,0.707639996
Prkacb,1.085873329
Prkar1a,0.95990665
Prkca,0
Prkcd,0.204979992
Prkcsh,0.946350006
Prpf19,0.38933334
Prpf31,1.267996448
Prpf40a,0.569493349
Prrc2c,0.773390023
Psap,0.644536707
Psen1,1.207900024
Psen2,0.917980013
Psma1,1.064239956
Psma4,0.094623314
Psma6,0.367800004
Psma7,0.877020002
Psmb1,1.076913354
Psmb10,1.16445998
Psmb3;Gm5356,0
Psmb8,0.704396659
Psme1,0
Pstpip1,0.868466663
Ptbp1,1.201749988
Ptgs1,0
Ptp4a2,1.253166673
ptplad1,0.281556663
Ptpn1,0.960493339
Ptpn23,0.73935668
Ptpn6,1.181519981
Ptpn9,1.261599959
Ptpra,0.691853321
Ptprc,0.467540016
Ptpre,0.895673322
Ptprj,0.732146675
Ptpro,0
Ptrh2,0.715800018
Pttg1ip,1.236589767
Pxk,0.174736657
Pzp;A2m,0.709303317
Qki,0.873966649
Rab10,0.939229987
Rab11a,0.151716668
Rab11b;Rab11a,0.817800019
Rab11fip5,0.773566672
Rab12,0.953539976
Rab13,1.163600008
Rab14,0.661353324
Rab18,1.077966657
Rab19,1.417666648
Rab1A;Rab1,1.11599998
Rab1b,1.101233332
Rab21,1.062459954
Rab22a,0.675630002
Rab23,0.383733361
Rab27a,1.305676651
Rab2a,1.021856646
Rab31,1.010936657
Rab32,1.089579973
Rab33b,0.845599969
Rab34,1.041666656
Rab35,1.136786621
Rab39a,1.522100034
Rab3a,0.897113314
Rab3d,1.214900043
Rab4b,1.121013316
Rab5a,1.117599948
Rab5b,1.144499976
Rab5c,1.007046681
Rab6a,0.70409
Rab6a;Rab6b,0.383453333
Rab7a,1.051300018
Rab7b;5430435G22Rik,1.48996668
Rab7l1,1.407166655
Rab8a,1.23026663
Rab8b,1.253766711
Rab9a;Rab9,1.084013351
Rabl3,0.922129983
Rac1;Rac3,1.038853329
Rac2,1.860566672
Rala,0.790519993
Ralb,1.07275002
Raly;C130057N11Rik,1.076196664
Ran;1700009N14Rik,1.084413333
Ranbp1,0
Ranbp2,0
Rangap1,0
Rap1a,0.940786685
Rap1b,1.518266649
Rap2a,1.22029999
Rap2b,1.226400037
Rap2c,0.795236722
Rasa3,0
Rasa4,0
Rassf4,0
Raver1,0.145176666
Rbbp4,1.231263315
Rbm25,0.558166664
Rbm3,1.148329756
Rbmx;Rbmxl1,0
Rbp4,0.519593356
Rcc1,1.333033324
Rcn2,0.966440014
Rcor1,0.255780006
Rdh11,1.254803337
Rdh14,0.727646703
Rdx,0.94783006
Reep5,0.55046333
Rer1,0.769900003
Rftn1,0.690090003
Rgs1,0.48506665
Rgs10,0.995033308
Rgs18,0.895570007
Rgs19,0.969306678
Rgs3,0
Rhbdf2,0.227556657
Rhoa;Rhoc,1.238896669
Rhob,0.881366659
Rhog,0.921713331
Ripk1,0.50839998
Ripk3,0.737873346
Rit1,0
Rnaset2,0.708536662
Rnd1,0
Rnd3,0.330639999
Rnf128,0
Rnf13,0.666583332
Rnf213,0.765069993
Rnh1,0.993116667
Rock1,0.730346653
Rock2,0.914449993
Rod1;Ptbp3,0
Ros1,0
Rp2,1.219400019
Rpl10;Rpl10l,0.436923364
Rpl10a,0.853419989
Rpl12;Rpl12-ps1,0.989226665
Rpl13;Rpl13-ps3,0.666356698
Rpl14,0
Rpl17,0.383679976
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,0.657546708
Rpl22l1,0.615039993
Rpl23,0.839136673
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.63916663
Rpl24,0
Rpl26,0.567643319
Rpl27,0
Rpl28,0.291366678
Rpl3,0.501060021
Rpl30,0.976363325
Rpl31;Gm16382,0.780166673
Rpl34;Gm2178,0
Rpl35a,0.690646692
Rpl37a,1.00773334
Rpl38,1.075566641
Rpl4,0
Rpl5,0.327506699
Rpl6;Gm5428,0.607133324
Rpl8,0
Rpl9;Rpl9-ps6,0.791613326
Rplp0;Gm8730,0.76243002
Rplp1;Gm10073,0.391746655
Rplp2,0.428653296
Rpn1,1.019576689
Rpn2,1.009173342
Rprd2,0.983923317
Rps10,0.922166677
Rps11,0.625393352
Rps12,0.726703338
Rps13,0.767396662
Rps14,0.78676332
Rps15,0.904206669
Rps15a,0.73284336
Rps16,0.854796706
Rps17,1.392740212
Rps19;Rps19-ps13;Rps19-ps1,1.253000042
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.365656681
Rps20,0.860993337
Rps21,1.360703365
Rps23,0.609130001
Rps25,0.887299997
Rps26,0.289183331
Rps27a,0.491870002
Rps27l,0.858866671
Rps28,1.361399995
Rps3,0.859080002
Rps4x;Rps4y2,0.519250022
Rps5,0.781860023
Rps6,0.34463334
Rps6ka1,1.227899984
Rps7;Gm9493,0.812299976
Rps8;Gm11353,0.146419996
Rps9,4.31163394
Rpsa-ps10;Rpsa,0.737523346
Rptor,0
Rraga;Rragb,1.326466658
Rragc,1.453999925
Rras,1.025329988
Rrbp1,0.873356651
Rsad2,0.120256643
Rsu1,0.860049975
Rtn1,0.26780998
Rtn4,0.696976675
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.733753343
Rufy1,0.405620021
Rufy2,0.151659996
Ruvbl1,0.874963321
S100a10,1.433413211
S100a11;Gm7665,0.606416665
S100a13,0.406066664
S100a4,1.111200007
S100a6,1.244440011
Saa3,0.210683334
Sacm1l,1.083403318
Samm50,1.475333365
Sar1a,0
Sarnp,1.535526434
Sash3,1.355866672
Scamp1,1.40046663
Scamp2,1.3425
Scamp3,1.641200045
Scamp4,0.927123333
Scarb1,0.823906676
Scarb2,1.351433308
Scfd1,0.958320007
Scp2,0.834746666
Scpep1,0.81827668
Scyl2,0.490459972
Scyl2Q8CFE4,0.516533285
Sdc4,0.638403289
Sdcbp,1.098119986
Sdf2l1,0.810319985
Sdha,0.968359956
Sdhb,0.718420008
Sec11a,0.826166653
Sec13,0
Sec16a,0
Sec22b,1.130489985
Sec23b,0.886726679
Sec24b,0.439566638
Sec24c,0
Sec31a,1.164466656
Sec61a1;Sec61a2,1.080463333
Sec62,0
Sel1l,0
Sema4d,0
Serbp1,0.550423294
Serinc1,0.754346664
Serinc3,0.180356648
Serpinb6a;Serpinb6,0.813443325
Serpinc1,0.382799991
Sf1,0.910450001
Sf3b4,0
Sfn,0
Sfpq,0.933306671
Sft2d2,0
Sfxn1,0.983816668
Sfxn3,0.838323303
Sgpl1,0.968170012
Sh3bgrl3,1.214730015
Sh3bp1,1.012086652
Sh3bp2,0
Sh3gl1,0.687746671
Sh3glb1,0.843756684
Sh3glb2,0
Sh3kbp1,0.365799979
Sh3pxd2b,0.841620021
Shmt2,0.203453344
Siae,0.661229984
Sidt2,1.105499997
Siglec1,0.948379989
Sigmar1,0.201093339
Sipa1,0.931833111
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,0.560783364
Sirt2,0.682523309
Skap2,0.930523346
Skp1,0.910676638
Slc11a1,1.467766483
Slc12a4,0.662983347
Slc12a6,0
Slc12a7,1.128900007
Slc12a9,1.547033314
Slc15a3,1.288766693
Slc15a4,1.325866672
Slc16a1,0
Slc16a10,0.525880004
Slc16a3,0.602963336
Slc17a5,1.141043344
Slc1a5,0
Slc23a2,1.205056654
Slc25a1,0.993250015
Slc25a10,0.40908329
Slc25a11,0.709283326
Slc25a12,0.336433331
Slc25a13,0.676699995
Slc25a24,0.79404336
Slc25a3,0.830870023
Slc25a4,0.560860004
Slc25a5,0.752100023
Slc26a11,1.61040004
Slc29a3,1.847333406
Slc2a1,0.169019991
Slc2a6,1.404733353
Slc2a8,1.733566408
Slc30a7,0
Slc31a1,1.538999997
Slc36a1,1.388367017
Slc37a2,1.213466651
Slc38a2,0.646929997
Slc38a7,1.165899981
Slc38a9,1.247780026
Slc3a2,0.712860002
Slc43a2,0.702923291
Slc44a2,0.64809667
Slc46a3,0.236530003
Slc48a1,1.702267101
Slc4a2,0.700496744
Slc4a7,0
Slc6a6,0.516660048
Slc7a1,0.231823335
Slc7a5,0
Slc7a8,0.203443332
Slc9a6,0.697166653
Slc9a9,0.338716628
Slco4a1,0.524333361
Smap1,1.119096644
Smap2,0.769966683
Smarca5,0.26899001
Smarcc2,0
Smc1a,0
Smc2,0
Smpd1,1.190333377
Smpdl3a,0.73415667
Smpdl3b,0.807063336
Snap23,0.931496673
Snap29,0.584683308
Snapin,0.820666641
Snd1,0.292246651
Snf8,0
Snrpa;Gm5145,0.210533337
Snrpc,0.185726669
Snrpd3,0.926726668
Snrpn;Snrpb,0.217493336
Sntb2,0.306389966
Snx1,0.64329332
Snx11,1.337033388
Snx12,0.589243352
Snx16,0.608786661
Snx17,0.312653377
Snx2,0.986419988
Snx20,0
Snx27,0.367409973
Snx29,0.17337666
Snx3,0.445216647
Snx30,0
Snx4,0
Snx5,0.690099958
Snx6,0.386266669
Snx8,0.287039986
Sod1,1.284966666
Sod2,0.62634333
Spag7,1.889633279
Spcs2,1.039083305
Spcs3,0.900510042
Spe39,0.283686657
Specc1,0.739576658
Spg20,0.864496664
Spg21,1.622266637
Sphk2,1.724766679
Spn,0.681526637
Spns1,1.598066637
Sppl2a,1.036033333
Spryd7;6330409N04Rik,0.653823343
Sptbn1,1.613959962
Sptlc2,0.403899985
Sqrdl,0.861290019
Sqstm1,0.969143303
Sri,1.610799983
Srp14,0.397199992
Srp19,0
Srp54;Srp54c,0.626166677
Srp68,1.156866696
Srp9,0
Srsf3;Gm12355,0.906900003
Ssr1,0.855906681
Ssr3,1.051433316
Ssr4,1.272966672
Ssrp1,0.357733319
St13,0
St3gal1,0.179449996
Stab1,0.287583262
Stam,0
Stam2,0
Stambpl1,0
Stard3,0.678666683
Stard3nl,0.783729983
Stat1,1.063696668
Steap3,0.451480019
Stk11ip,1.206533353
Stk24;Mst4;2610018G03Rik;Stk25,0.181133324
Stk3,0
Stk38,0.999053347
Stmn1,0.234339994
Stmn2,0.581026657
Stom,1.487300054
Strn,0.8165167
Sts,0.202880006
Stt3a,1.048276676
Stx11,0
Stx12,0.964736682
Stx16,0
Stx17,1.179300051
Stx2,0.568200028
Stx3,1.037536663
Stx4,0.741593332
Stx5;Stx5a,0.326186656
Stx6,0.630803326
Stx7,1.308966678
Stx8,1.732766626
Stxbp1,1.154053325
Stxbp2,0.88115333
Stxbp3,0.66244334
Stxbp5,0.823526671
Sub1,0.67222668
Sucla2,0.208246665
Suclg1,0.825700014
Sugp1,0.24216999
Sumo2;Sumo3,1.012786659
Sun2,0.777163334
Surf4,0.94303667
Swap70,0.24596668
Syk,0.521073326
Syncrip,0.305209992
Syngr1,1.030616662
Syngr2,1.083400005
Synrg,0.73118334
Sypl1;Sypl,0.930096645
Tagln2,1.62940003
Taok3,0.368956725
Tap1,0.921566683
Tap2,1.205199973
Tapbp,1.048463308
Tardbp,1.453193305
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,1.009450036
Tbl1x,0.445066648
Tbxas1,0
Tceb1,0.790066686
Tceb2,1.222299995
Tcirg1,1.549399959
Tcof1,0
Tcp1,1.0098567
Tdrd7,0.723863274
Tecpr1,1.063633354
Tecr,0.882133354
Tes,1.633933381
Tex264,0.67914666
Tfe3,0.911656669
Tfrc,0.346806641
Tgfbi,0.231339993
Tgm2,0.226423342
Themis2,1.608683361
Thrap3,0.622686677
Timm44,1.076766689
Timm50,0
Timm9,0.566933333
Tkt,1.561066727
Tln1,0.958629984
Tlr13,0.988843321
Tlr2,0.70555666
Tlr3,1.173566664
Tlr7,1.386766646
Tlr8,1.65336665
Tlr9,1.802499954
Tm7sf3,1.263166676
Tm9sf1,0.430850011
Tm9sf2,0.497780017
Tm9sf3,0.659080016
Tm9sf4,0.465823352
Tmco1,1.038933306
Tmed10,0.753086657
Tmed2,1.085633342
Tmed4,0.88167999
Tmed5,0
Tmed7,0.977003358
Tmed9,0.903896637
Tmem104,0.89668668
Tmem106a,1.262299968
Tmem106b,1.676833416
Tmem106c,1.696000175
Tmem109,0.725473323
Tmem120a,0.378233302
Tmem144,1.68376666
Tmem14c,0
Tmem165,0.139423292
Tmem173,0.615166657
Tmem175,1.321866698
Tmem176b,0.402199976
Tmem179b,1.835266674
Tmem192,1.048200005
Tmem206,0.450263314
Tmem30a,0.819843342
Tmem43,1.060236671
Tmem55a,1.163933358
Tmem55b,1.829366488
Tmem63a,1.426633295
Tmem87a,0.460686737
Tmem9b,0.740256694
Tmpo,1.066676651
Tmsb4x,2.777333978
Tmx1,0.940613284
Tmx2,0
Tmx3,0.932283329
Tmx4,1.050406667
Tnf,0
Tnfaip2,0
Tnfaip8l2,0
Tnfrsf23,0.091196641
Tns1,0.210363338
Tollip,1.893700016
Tom1,1.58483334
Tomm40,0.700386641
Tomm70a,0.510899985
Top2a,0.702466582
Tor1aip1,0.914163303
Tor1aip2,0.383799995
Tor3a,1.28816662
Tpcn1,1.291833323
Tpcn2,1.623600039
Tpd52,0.524993283
Tpd52l2,0.595206661
Tpi1,0.918703326
Tpm3-rs7;Tpm3,1.069539993
Tpm4,0.280789988
Tpp1,1.477266679
Tpt1,0
Trafd1,0.602033344
Trem2,0.977056661
Trex1,1.183566656
Trim14,1.063683355
Trim21,0
Trim28,0
Trpv2,0.593089999
Tsen34,0.740533291
Tsg101,0.913993325
Tspan14,0.220846672
Tspan31,0
Ttc35,0.986633356
Ttk,0
Ttn,0.594066692
Ttyh2,0
Ttyh3,1.207766661
Tuba1a;Tuba3a,0
Tuba1b,0.946646663
Tuba4a,0.502026656
Tubb4b,1.000353337
Tubb5,0.977389991
Txn,0.90331999
Txndc12,0.709523352
Txndc5,1.111746671
Tyrobp,0.581393321
Uba1,0.570066646
Ubap2,0
Ubap2l,1.057303319
Ube2d3;Ube2d2,1.140399961
Ube2l3,0.923223325
Ube2n,1.112099975
Ubl3,0.934933318
Ubl5;Gm2001,1.111689988
Ubtf,0.214226669
Ubxn4,0.610293359
Ufd1l,1.078203341
Ufm1,0
Uggt1,0.812663325
Ugt1a7c,0.992023295
Unc13d,0.338690032
Unc93b1,1.294766715
Upf1,0
Uqcrb,0.712393344
Uqcrc1,0.886153317
Uqcrc2,0.817766671
Uqcrfs1,0.312669994
Uqcrh,0.537816675
Usmg5,0.561799997
Usp12;Usp46,0.35526665
Uvrag,0.961730021
Vac14,0
Vamp3,1.980299948
Vamp4,0.334766666
Vamp7,1.302733302
Vamp8,1.593666687
Vapa,1.106466641
Vapb,1.274066669
Vasp,0.907143316
Vat1,1.517033373
Vcp,0.947433324
Vdac1,1.156500026
Vdac2,1.127866682
Vdac3,1.211999986
Vim,1.044576664
Vmp1,0
Vps11,1.132363302
Vps13c,0.838096666
Vps13d,0.110853367
Vps16,1.120509958
Vps18,0.888690025
Vps26a,0.89668002
Vps26b,0.533556675
Vps28,1.03566666
Vps29,0.87714666
Vps33a,1.262519996
Vps33b,0.971736662
Vps35,0.772430011
Vps37b,1.267266669
Vps37c,1.107766679
Vps39,1.071916665
Vps41,0.735930007
Vps45,1.026893277
Vps4a,0
Vps4b,1.147919992
Vta1,0.937016643
Vti1a,0.834666661
Vti1b,1.528199952
Vwa5a,1.044100012
Was,0.908016668
Wasf2,0.256423324
Wash1,1.367000013
Wbp11,0.389666686
Wdfy2,0.125973353
Wdfy4,0.20817667
Wdr1,1.027803309
Wdr41,0.447566667
Wdr45l,0.722599979
Wdr5,0.863973334
Wdr7,1.117800002
Wdr70,0
Wdr81,1.101519997
Wdr91,1.070640031
Wipf1,0.755463348
Wnk1,0.782023371
Wwp1,1.690799985
Wwp2,0.813093362
Yipf3,0
Ykt6,0.727999995
Ythdf3;Ythdf1,0.823856654
Ywhab,0.897846684
Ywhae,0.73853667
Ywhag,1.083336647
Ywhah,0.986303372
Ywhaq,1.074769982
Ywhaz,1.172533306
Zadh2,0.212766659
Zc3hav1,1.20644666
Zdhhc20,0.827746676
Zfand2a,0.480786688
Zfyve19,0
Zmiz1,0.469950001
Zmpste24,0.687583325
Znf703,0.513853281
Znrf1,0
Znrf2,0
Zyx,0.704866771
0,0.926279995
Q9DAM7,1.457850086
Q8K039;D3YWR8,0.529006691
Q9D735,0
Q9D6W8,0.279530013
Q9D0B6;Q9D0B6-2,0.843130027
Q8CAQ8-3;Q3TZK4;E9PVS5,1.20095018
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.112800008
Q3TYS2,1.102616658
P17047-3,1.918266835
Q5F285,0.742799886
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0.216910004
Q9ES97-3,0.830473319
Q8VE96;D6RHL1,0
Q8C708,0.266473339
Q8K1J5,0
P10404,0.853199998
Q8R239;Q8R239-3;Q8R239-2,0.378399984